# ############################################################################### 
# # iteration, coord_time, wall_time, speed (hours^-1), period (minutes), cputime (cpu hours)
# 
2.560000000000000000e+02	5.536000000000000122e-03	2.241317199999999943e+01	2.188378999999999852e+00	2.741754900000000106e+01	1.011800000000000026e-02
5.120000000000000000e+02	1.107099999999999924e-02	2.403937700000000177e+01	1.225464900000000057e+01	4.896100999999999814e+00	1.192499999999999984e-02
7.680000000000000000e+02	1.660700000000000023e-02	2.625411899999999932e+01	8.998146000000000200e+00	6.668040000000000411e+00	1.438599999999999948e-02
1.024000000000000000e+03	2.214299999999999949e-02	2.973022999999999882e+01	5.733007999999999882e+00	1.046571100000000065e+01	1.824800000000000033e-02
1.280000000000000000e+03	2.767899999999999874e-02	3.843436100000000266e+01	2.289553000000000171e+00	2.620598599999999934e+01	2.792000000000000037e-02
1.536000000000000000e+03	3.321400000000000047e-02	3.991628699999999697e+01	1.344775100000000023e+01	4.461712999999999596e+00	2.956599999999999853e-02
1.792000000000000000e+03	3.874999999999999972e-02	4.226633199999999846e+01	8.480081000000000202e+00	7.075403999999999805e+00	3.217699999999999727e-02
2.048000000000000000e+03	4.428599999999999898e-02	4.565234000000000236e+01	5.885564999999999714e+00	1.019443300000000008e+01	3.593999999999999972e-02
2.304000000000000000e+03	4.982099999999999723e-02	5.434176200000000279e+01	2.293429000000000162e+00	2.616170100000000076e+01	4.559499999999999664e-02
2.560000000000000000e+03	5.535700000000000343e-02	5.597967500000000030e+01	1.216705100000000073e+01	4.931351000000000262e+00	4.741399999999999781e-02
2.816000000000000000e+03	6.089300000000000268e-02	5.811694399999999661e+01	9.324315999999999605e+00	6.434788000000000174e+00	4.978899999999999992e-02
3.072000000000000000e+03	6.642900000000000194e-02	6.136052399999999807e+01	6.144004999999999939e+00	9.765617000000000658e+00	5.339300000000000296e-02
3.328000000000000000e+03	7.196400000000000019e-02	6.995865499999999315e+01	2.317778999999999812e+00	2.588684599999999847e+01	6.294700000000000295e-02
3.584000000000000000e+03	7.749999999999999944e-02	7.154828100000000290e+01	1.253664200000000051e+01	4.785970999999999975e+00	6.471300000000000663e-02
3.840000000000000000e+03	8.303599999999999870e-02	7.412640199999999879e+01	7.729881999999999920e+00	7.762084999999999901e+00	6.757799999999999918e-02
4.096000000000000000e+03	8.857099999999999695e-02	7.686679499999999621e+01	7.272158000000000122e+00	8.250645999999999702e+00	7.062200000000000422e-02
4.352000000000000000e+03	9.410699999999999621e-02	8.556868400000000463e+01	2.290143000000000040e+00	2.619923599999999908e+01	8.029100000000000126e-02
4.608000000000000000e+03	9.964299999999999546e-02	8.714191300000000240e+01	1.266730500000000070e+01	4.736602999999999675e+00	8.203900000000000081e-02
4.864000000000000000e+03	1.051789999999999947e-01	8.927060400000000584e+01	9.361890000000000711e+00	6.408961999999999826e+00	8.440400000000000680e-02
5.120000000000000000e+03	1.107140000000000069e-01	9.268829399999999907e+01	5.831006000000000355e+00	1.028981899999999960e+01	8.820200000000000262e-02
5.376000000000000000e+03	1.162500000000000061e-01	1.011872520000000009e+02	2.344825000000000159e+00	2.558826099999999926e+01	9.764499999999999569e-02
5.632000000000000000e+03	1.217860000000000054e-01	1.036243000000000052e+02	8.177341000000000193e+00	7.337348999999999677e+00	1.003529999999999978e-01
5.888000000000000000e+03	1.273209999999999897e-01	1.055410100000000000e+02	1.039728000000000030e+01	5.770739999999999981e+00	1.024830000000000046e-01
6.144000000000000000e+03	1.328570000000000029e-01	1.086001720000000006e+02	6.514389000000000429e+00	9.210380000000000678e+00	1.058820000000000039e-01
6.400000000000000000e+03	1.383929999999999882e-01	1.171870049999999992e+02	2.320828999999999809e+00	2.585283099999999834e+01	1.154229999999999978e-01
6.656000000000000000e+03	1.439290000000000014e-01	1.186663740000000047e+02	1.347099399999999925e+01	4.454013999999999918e+00	1.170660000000000034e-01
6.912000000000000000e+03	1.494640000000000135e-01	1.207205759999999941e+02	9.701368999999999687e+00	6.184694000000000358e+00	1.193489999999999968e-01
7.168000000000000000e+03	1.549999999999999989e-01	1.278654140000000012e+02	2.789226000000000205e+00	2.151134000000000057e+01	1.272880000000000122e-01
7.424000000000000000e+03	1.605360000000000120e-01	1.373586449999999957e+02	2.099239999999999995e+00	2.858177099999999982e+01	1.378359999999999863e-01
7.680000000000000000e+03	1.660709999999999964e-01	1.391303029999999978e+02	1.124854299999999974e+01	5.334024000000000321e+00	1.398040000000000116e-01
7.936000000000000000e+03	1.716070000000000095e-01	1.414081820000000107e+02	8.748739999999999739e+00	6.858130000000000059e+00	1.423349999999999893e-01
8.192000000000000000e+03	1.771429999999999949e-01	1.471471390000000099e+02	3.472507999999999928e+00	1.727858000000000160e+01	1.487120000000000108e-01
8.448000000000000000e+03	1.826790000000000080e-01	1.564371680000000140e+02	2.145157000000000203e+00	2.796997999999999962e+01	1.590340000000000087e-01
8.704000000000000000e+03	1.882139999999999924e-01	1.589358440000000030e+02	7.975652000000000186e+00	7.522895000000000110e+00	1.618100000000000094e-01
8.960000000000000000e+03	1.937500000000000056e-01	1.610684379999999862e+02	9.344756000000000284e+00	6.420713000000000115e+00	1.641799999999999926e-01
9.216000000000000000e+03	1.992859999999999909e-01	1.688910970000000020e+02	2.547543999999999809e+00	2.355209199999999825e+01	1.728719999999999979e-01
9.472000000000000000e+03	2.048210000000000031e-01	1.778684480000000008e+02	2.219872000000000067e+00	2.702858399999999861e+01	1.828460000000000085e-01
9.728000000000000000e+03	2.103569999999999884e-01	1.803322740000000124e+02	8.088464999999999350e+00	7.417970999999999648e+00	1.855839999999999990e-01
9.984000000000000000e+03	2.158930000000000016e-01	1.834040980000000047e+02	6.487536999999999665e+00	9.248502000000000223e+00	1.889969999999999983e-01
1.024000000000000000e+04	2.214289999999999869e-01	1.901871570000000133e+02	2.937991999999999937e+00	2.042211299999999952e+01	1.965339999999999865e-01
1.049600000000000000e+04	2.269639999999999991e-01	1.989874450000000081e+02	2.264536000000000104e+00	2.649549100000000124e+01	2.063119999999999954e-01
