# # Time 	 Separation 	 Orbital Phase 
# 
5.757359095999999843e-01	2.336912943999999825e+00	-1.341017429017244643e-16
5.812716238999999785e-01	2.336896917999999879e+00	-1.382156588560317541e-16
5.868073381999999727e-01	2.336880423999999845e+00	-1.427544135223583065e-16
5.923430524999999669e-01	2.336863460000000003e+00	-1.477015186843650585e-16
5.978787666999999528e-01	2.336846018000000136e+00	-1.530266740065540596e-16
6.034144809999999470e-01	2.336828092000000190e+00	-1.586801772323096310e-16
6.089501953000000523e-01	2.336809673999999948e+00	-1.645896768912469229e-16
6.144859096000000465e-01	2.336790757999999801e+00	-1.706613840519134803e-16
6.200216239000000407e-01	2.336771338000000142e+00	-1.767865989633256941e-16
6.255573382000000349e-01	2.336751410000000195e+00	-1.828442243242296839e-16
6.310930525000000291e-01	2.336730966000000187e+00	-1.887030716055482665e-16
6.366287667000000150e-01	2.336709997999999899e+00	-1.942279496336541315e-16
6.421644810000000092e-01	2.336688504000000055e+00	-1.992931042382532431e-16
6.477001953000000034e-01	2.336666473999999827e+00	-2.037984351206127788e-16
6.532359095999999976e-01	2.336643905999999937e+00	-2.076791372249426536e-16
6.587716238999999918e-01	2.336620790000000003e+00	-2.109095489987487649e-16
6.643073381999999860e-01	2.336597123999999859e+00	-2.135046342717316458e-16
6.698430524999999802e-01	2.336572898000000009e+00	-2.155187451806179662e-16
6.753787666999999661e-01	2.336548109999999845e+00	-2.169934667426985044e-16
6.809144809999999604e-01	2.336522749999999871e+00	-2.180679515318222452e-16
6.864501952999999546e-01	2.336496815999999921e+00	-2.188516411828056877e-16
6.919859095999999488e-01	2.336470301999999943e+00	-2.194622183560713767e-16
6.975216239000000540e-01	2.336443200000000164e+00	-2.200264338546727692e-16
7.030573382000000482e-01	2.336415507999999974e+00	-2.206836573522692302e-16
7.085930525000000424e-01	2.336387215999999878e+00	-2.215786635257809184e-16
7.141287667000000283e-01	2.336358322000000154e+00	-2.228407692850463366e-16
7.196644810000000225e-01	2.336328818000000140e+00	-2.245675159069154409e-16
7.252001953000000167e-01	2.336298699999999950e+00	-2.268273476332457206e-16
7.307359096000000109e-01	2.336267961999999976e+00	-2.296699589805015575e-16
7.362716239000000051e-01	2.336236598000000164e+00	-2.331238758378529362e-16
7.418073381999999993e-01	2.336204604000000185e+00	-2.371802027319350196e-16
7.473430524999999935e-01	2.336171973999999985e+00	-2.417836301806435695e-16
7.528787666999999795e-01	2.336138704000000121e+00	-2.468499819863435862e-16
7.584144809999999737e-01	2.336104785999999933e+00	-2.522943600527343727e-16
7.639501952999999679e-01	2.336070218000000143e+00	-2.580500324669606972e-16
7.694859095999999621e-01	2.336034992000000088e+00	-2.640714221801348592e-16
7.750216238999999563e-01	2.335999103999999882e+00	-2.702771573494576255e-16
7.805573381999999505e-01	2.335962550000000082e+00	-2.766922188029084674e-16
7.860930524999999447e-01	2.335925324000000192e+00	-2.832955828685557607e-16
7.916287667000000416e-01	2.335887420000000159e+00	-2.900656324438786558e-16
7.971644810000000358e-01	2.335848834000000096e+00	-2.969719610716897894e-16
8.027001953000000301e-01	2.335809562000000117e+00	-3.039651401170177772e-16
8.082359096000000243e-01	2.335769596000000003e+00	-3.109775396699701063e-16
8.137716239000000185e-01	2.335728936000000200e+00	-3.179398132009954866e-16
8.193073382000000127e-01	2.335687571999999879e+00	-3.247975291277527237e-16
