# Psi4 Analysis Quantities
# det no.=5 rdet=75
# gnuplot column index:
# 1:t 2:E 3:Px 4:Py 5:Pz 6:dE/dt 7:dPx/dt 8:dPy/dt 9:dPz/dt 10:dJ^x/dt 11:dJ^y/dt 12:dJ^z/dt 13:J^x 14:J^y 15:J^z
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4571428571428575172	3.442302299981076021e-13	-1.53736686246361488e-14	1.16696109485504911e-15	-1.653533691058255718e-15	7.530036281208597516e-13	-3.362990011639154513e-14	2.552727394995417944e-15	-3.617104949189931597e-15	-7.031072544082351492e-18	6.04840301506234911e-19	-1.973851711006992576e-18	-3.214204591580506004e-18	2.764984235457075929e-19	-9.023322107460545361e-19
0.9142857142857150343	1.728077802601671228e-12	-7.720487895814601964e-14	5.866620880090733699e-15	-8.30476211705363064e-15	3.027166565070292854e-12	-1.352557726045527561e-13	1.028050578020305147e-14	-1.454956218186487202e-14	-2.556061139089549468e-17	-1.41412553669336419e-17	-5.551478648599494293e-16	-1.489905551313274112e-17	-6.188075458481105642e-18	-2.546842132895803066e-16
1.371428571428572551	4.857222365217526134e-12	-2.170293999536885305e-13	1.667147126237521608e-14	-2.333211908716313504e-14	6.845003730722175918e-12	-3.058661396777489838e-13	2.363561021124728441e-14	-3.287234337211451542e-14	-7.23761909854012614e-17	-7.054832263966352286e-17	-3.729527862769976276e-15	-4.798531424931620044e-17	-3.843873723661302674e-17	-1.959611236270142262e-15
1.828571428571430069	1.044785875489585905e-11	-4.666734882952709122e-13	3.579806660994820235e-14	-5.009138192078878666e-14	1.222951710242134357e-11	-5.460964432472110403e-13	4.183942732281587098e-14	-5.85358874485560654e-14	-2.749375865918245013e-16	-5.460615761623811499e-17	-1.012998392470818839e-14	-1.736710681198646386e-16	-6.3401552146893332e-17	-6.590461030422461066e-15
2.285714285714287364	1.922596366244149342e-11	-8.586940986461206075e-13	6.540103437633399067e-14	-9.201534630861874446e-14	1.920210448525606994e-11	-8.575450851424833613e-13	6.475649198896889142e-14	-9.170867209837800468e-14	-4.954935793760755503e-16	2.054530179818541896e-17	-2.480975999589370393e-14	-4.001824186917849592e-16	-5.400941418200856518e-17	-1.793206559997387245e-14
2.742857142857145103	3.192745776601361653e-11	-1.426341935019367401e-12	1.07959320085118266e-13	-1.525938270404035956e-13	2.778451835156399083e-11	-1.241729642066476011e-12	9.309624998796549979e-14	-1.325154266007791765e-13	-6.059632904185610064e-16	-8.775592739246320987e-17	-5.471174668596283771e-14	-6.771942085974131958e-16	-9.412640956142037355e-17	-4.294314979927120503e-14
3.200000000000002842	4.929889888735239032e-11	-2.20294737398877182e-12	1.651777070963039112e-13	-2.352803275897485314e-13	3.80000274529285095e-11	-1.69882439774556987e-12	1.251652215869684347e-13	-1.808767199516917915e-13	-8.617074835636273842e-16	-1.864265907123650157e-16	-1.024822715768302879e-13	-1.071117629655071922e-15	-1.793499938870730592e-16	-8.979218823439368436e-14
3.657142857142860137	7.20966651921102504e-11	-3.22240245302208567e-12	2.393889860847515009e-13	-3.435473439722155958e-13	4.987011379165781164e-11	-2.230057985385373289e-12	1.623371727872290332e-13	-2.368340983366466245e-13	-1.417502625630851257e-15	-4.520778179093973777e-17	-1.775262866314780065e-13	-1.719118829943461186e-15	-2.000164084200740871e-16	-1.709470621230693744e-13
4.114285714285717432	1.010869584995734805e-10	-4.519204603319831832e-12	3.331867556944486203e-13	-4.809551203191320485e-13	6.341626661007580546e-11	-2.836754703776317685e-12	2.051826210212123224e-13	-3.005795107588795636e-13	-2.19520155203947678e-15	2.139561420818922414e-16	-2.928997929232575408e-13	-2.722639539447222371e-15	-1.022078863254947398e-16	-3.048441103165585684e-13
4.571428571428574728	1.370463726717261114e-10	-6.127793927773987674e-12	4.466163018467985585e-13	-6.510859423192918593e-13	7.866121850158386212e-11	-3.518789147243464339e-12	2.481271322082653983e-13	-3.721611731253495042e-13	-2.839132951169588754e-15	4.110336550036511223e-16	-4.547458734054719411e-13	-4.020528888553320685e-15	8.569321310474584234e-17	-5.127279381590600892e-13
5.028571428571432911	1.807619768021037095e-10	-8.083671524014112285e-12	5.821932297040967879e-13	-8.574437625280559637e-13	9.562788403520076481e-11	-4.278482241775264659e-12	2.96574529687839129e-13	-4.514077317066704876e-13	-3.406529822049471864e-15	3.511610061595497874e-16	-6.515141388544439154e-13	-5.577799664347368369e-15	2.462239587776832617e-16	-8.105629730639494777e-13
5.485714285714290206	2.330307481486903301e-10	-1.042373776133409548e-11	7.462729426900171111e-13	-1.103628431583734174e-12	1.143379373206582132e-10	-5.118894894137460213e-12	3.589243721567005367e-13	-5.385289635592958888e-13	-4.966990382425228811e-15	7.723572275689104245e-17	-8.865377490710008358e-13	-7.848423839170330472e-15	2.815317177522620366e-16	-1.215837372639264394e-12
5.942857142857147501	2.946578507974782949e-10	-1.318331242660008243e-11	9.378497006359028869e-13	-1.393404680654671869e-12	1.348092870442236408e-10	-6.036569580269343816e-12	4.190741580066250903e-13	-6.33885544842676095e-13	-6.552279265909949654e-15	-5.141475969885222329e-16	-1.230051442318828118e-12	-1.084375150358630768e-14	4.64928162717946273e-17	-1.778146603413585877e-12
6.400000000000005684	3.664580421390990935e-10	-1.639730490475532363e-11	1.153667544094069236e-12	-1.730275976087508117e-12	1.570629185597951672e-10	-7.030608545964573976e-12	4.721015325647377012e-13	-7.369059587593274378e-13	-6.388012014408444915e-15	-1.804317377107288258e-15	-1.696105170848523658e-12	-1.376398556731588958e-14	-7.783379846915390271e-16	-2.553508967230055727e-12
