# ############################################################################### 
# # ShiftTracker0.asc:
# # itt	time	x	y	z	vx	vy	vz	ax	ay	az
# #=======================================================================
# 
1.400000000000000000e+01	3.616666667000000002e-02	1.499999998000000057e+00	1.648301801000000004e-08	2.507641952999999970e-10	-4.652239749999999993e-07	3.404397919000000145e-06	1.428027026000000028e-08	-6.667013219999999454e-05	4.895168936000000469e-04	-1.050624262000000033e-05
1.500000000000000000e+01	3.874999999999999972e-02	1.499999995999999891e+00	2.928527002999999841e-08	2.110215929000000103e-10	-6.762787046000000517e-07	4.955710460000000084e-06	-1.538423319000000070e-08	-8.169860503999999701e-05	6.005080803999999486e-04	-1.148303359000000009e-05
1.600000000000000000e+01	4.133333332999999943e-02	1.499999993999999948e+00	4.272553526999999949e-08	1.974185105000000046e-10	-9.859024067000000977e-07	7.247941575999999718e-06	-1.469316496999999976e-08	-1.198543362999999952e-04	8.873152707000000246e-04	2.675102801000000227e-07
1.700000000000000000e+01	4.391666666999999996e-02	1.499999990999999921e+00	6.855090225999999717e-08	1.441509673999999973e-10	-1.356903308999999914e-06	9.996916256000000473e-06	-2.061969409999999879e-08	-1.436132525000000028e-04	1.064119231000000033e-03	-2.294140306999999976e-06
1.800000000000000000e+01	4.649999999999999967e-02	1.499999987000000035e+00	9.526070011000000531e-08	8.125243651000000440e-11	-1.863983402999999896e-06	1.377297191999999988e-05	-3.773059621999999885e-08	-1.962890688000000028e-04	1.461698967000000030e-03	-6.623575013999999776e-06
1.900000000000000000e+01	4.908333332999999937e-02	1.499999980999999982e+00	1.423452074000000116e-07	-6.506997209000000159e-11	-2.461257587999999937e-06	1.822626088000000070e-05	-5.664093236000000302e-08	-2.312029100000000093e-04	1.723853789999999896e-03	-7.320130119999999584e-06
2.000000000000000000e+01	5.166666666999999991e-02	1.499999974000000069e+00	1.905869357000000055e-07	-2.303021412999999878e-10	-3.235149618999999843e-06	2.402341944999999859e-05	-9.751099051999999379e-08	-2.995711087999999834e-04	2.244061382000000094e-03	-1.582066767000000067e-05
2.100000000000000000e+01	5.424999999999999961e-02	1.499999963000000047e+00	2.700466978000000089e-07	-6.031668120000000431e-10	-4.133078625999999624e-06	3.075861759999999666e-05	-1.443347112000000023e-07	-3.475854221999999773e-04	2.607173476999999785e-03	-1.812531124000000003e-05
2.200000000000000000e+01	5.683333332999999932e-02	1.499999953000000108e+00	3.509580674000000232e-07	-9.820939552000000778e-10	-5.250822428999999710e-06	3.917955343999999720e-05	-1.981987226000000077e-07	-4.326750205999999911e-04	3.259717100000000117e-03	-2.085058502999999832e-05
2.300000000000000000e+01	5.941666666999999985e-02	1.499999936000000034e+00	4.771057042000000389e-07	-1.661139865999999976e-09	-6.530183897000000101e-06	4.883134328000000065e-05	-2.628564816999999978e-07	-4.952366973999999724e-04	3.736176714000000090e-03	-2.502880999000000085e-05
2.400000000000000000e+01	6.199999999999999956e-02	1.499999918999999959e+00	6.050053182999999577e-07	-2.356900697000000188e-09	-8.073090519999999329e-06	6.051768733000000038e-05	-3.469251157000000034e-07	-5.972541762999999601e-04	4.523746082999999599e-03	-3.254269702999999721e-05
2.500000000000000000e+01	6.458333333000000620e-02	1.499999893000000029e+00	7.955315211000000106e-07	-3.505323241999999893e-09	-9.817911112000000129e-06	7.375207851999999900e-05	-4.445506623000000245e-07	-6.754144229999999851e-04	5.122990136000000333e-03	-3.779053418000000001e-05
2.600000000000000000e+01	6.716666666999999979e-02	1.499999867999999958e+00	9.881098719999999312e-07	-4.680513732000000165e-09	-1.186991964000000058e-05	8.936960942999999950e-05	-5.732615653999999790e-07	-7.943258808999999936e-04	6.045495837000000247e-03	-4.982357538000000021e-05
2.700000000000000000e+01	6.975000000000000644e-02	1.499999831000000006e+00	1.264182368999999999e-06	-6.541461211000000236e-09	-1.416571315000000022e-05	1.068667730000000043e-04	-7.203667661000000274e-07	-8.886942609000000491e-04	6.773095564999999721e-03	-5.694394862999999915e-05
2.800000000000000000e+01	7.233333332999999921e-02	1.499999794000000053e+00	1.542608172999999958e-06	-8.424522519000000509e-09	-1.681250198000000122e-05	1.270968091999999936e-04	-8.931525428000000501e-07	-1.024563420000000093e-03	7.830981784999999779e-03	-6.688481682000000338e-05
2.900000000000000000e+01	7.491666667000000668e-02	1.499999743000000052e+00	1.928937504999999856e-06	-1.123786199000000029e-08	-1.974585399000000115e-05	1.495468383999999998e-04	-1.089034633000000029e-06	-1.135491102000000000e-03	8.690333862999999326e-03	-7.582532522999999491e-05
3.000000000000000000e+01	7.749999999999999944e-02	1.499999692000000051e+00	2.317920405000000086e-06	-1.408087555999999953e-08	-2.307332186000000075e-05	1.750784291000000051e-04	-1.319376973999999928e-06	-1.288052074999999951e-03	9.883196417999999539e-03	-8.916477701999999382e-05
3.100000000000000000e+01	8.008333333000000609e-02	1.499999622999999893e+00	2.842781518000000208e-06	-1.816027188999999931e-08	-2.673011662999999965e-05	2.031720436999999977e-04	-1.579121157999999934e-06	-1.415533461999999958e-03	1.087494758000000054e-02	-1.005461357999999980e-04
3.200000000000000000e+01	8.266666666999999968e-02	1.499999553000000097e+00	3.370557984000000020e-06	-2.229527975999999931e-08	-3.081817808000000093e-05	2.346512300000000027e-04	-1.903446499000000073e-06	-1.582475397999999998e-03	1.218549147999999950e-02	-1.255452933000000013e-04
3.300000000000000000e+01	8.525000000000000633e-02	1.499999461999999895e+00	4.065529219999999986e-06	-2.815546951000000027e-08	-3.527641190000000115e-05	2.690211236999999890e-04	-2.268460548000000001e-06	-1.725767929999999983e-03	1.330447497999999971e-02	-1.412957609000000119e-04
3.400000000000000000e+01	8.783333332999999910e-02	1.499999370999999915e+00	4.763630541000000156e-06	-3.407193586999999888e-08	-4.019668880000000093e-05	3.070259536000000122e-04	-2.698828081999999905e-06	-1.904623317000000071e-03	1.471154705999999993e-02	-1.665938842000000105e-04
3.500000000000000000e+01	9.041666667000000657e-02	1.499999252999999921e+00	5.663217820999999578e-06	-4.228214943000000018e-08	-4.552505364000000265e-05	3.482273343999999849e-04	-3.178147185000000072e-06	-2.062592840999999920e-03	1.594892156999999991e-02	-1.855428785000000065e-04
3.600000000000000000e+01	9.299999999999999933e-02	1.499999134999999928e+00	6.566175041999999801e-06	-5.050629118999999778e-08	-5.135035020000000198e-05	3.933421938000000034e-04	-3.673640970000000037e-06	-2.254953507999999784e-03	1.746381653999999964e-02	-1.918040459000000097e-04
3.700000000000000000e+01	9.558333333000000598e-02	1.499998986000000034e+00	7.707867273999999163e-06	-6.138793716000000067e-08	-5.762000460000000118e-05	4.419453802999999989e-04	-4.212250051999999966e-06	-2.426962991999999895e-03	1.881413671999999926e-02	-2.084938380000000101e-04
3.800000000000000000e+01	9.816666666999999957e-02	1.499998836999999918e+00	8.853183133999999380e-06	-7.227228073000000320e-08	-6.442395367000000172e-05	4.947566507999999951e-04	-4.753991831999999732e-06	-2.633786738000000027e-03	2.044307244000000134e-02	-2.097064954000000083e-04
3.900000000000000000e+01	1.007500000000000062e-01	1.499998651999999932e+00	1.027746936999999992e-05	-8.604838972000000046e-08	-7.170756650999999919e-05	5.513366089000000091e-04	-5.332687354000000283e-06	-2.819463035000000211e-03	2.190191928999999857e-02	-2.240111699000000005e-04
4.000000000000000000e+01	1.033333332999999965e-01	1.499998466000000086e+00	1.170553347000000049e-05	-9.991221730999999788e-08	-7.955001256000000559e-05	6.123037525000000515e-04	-6.013249625999999685e-06	-3.035785564999999957e-03	2.360018461000000164e-02	-2.634434603000000252e-04
4.100000000000000000e+01	1.059166666999999951e-01	1.499998238999999955e+00	1.345520049999999921e-05	-1.173529144999999996e-07	-8.790434393000000292e-05	6.772904648999999956e-04	-6.751237617999999713e-06	-3.233934726000000075e-03	2.515614672999999871e-02	-2.856727707999999976e-04
4.200000000000000000e+01	1.084999999999999992e-01	1.499998010999999964e+00	1.520875050000000041e-05	-1.349463761000000052e-07	-9.683337615999999847e-05	7.467864293999999748e-04	-7.666629516999999818e-06	-3.456399574000000065e-03	2.690166366999999920e-02	-3.543452515000000214e-04
4.300000000000000000e+01	1.110833333000000034e-01	1.499997736999999942e+00	1.732841276000000137e-05	-1.573574622999999910e-07	-1.063016687999999977e-04	8.205144200999999783e-04	-8.675259170999999992e-06	-3.665145537999999880e-03	2.853986736999999940e-02	-3.904372851000000207e-04
4.400000000000000000e+01	1.136666667000000019e-01	1.499997460999999976e+00	1.945212290000000098e-05	-1.798398076000000125e-07	-1.163664253000000010e-04	8.989431858999999587e-04	-9.766641320999999238e-06	-3.896034773999999985e-03	3.035952222000000075e-02	-4.224705097000000195e-04
4.500000000000000000e+01	1.162500000000000061e-01	1.499997132999999927e+00	2.198841979999999923e-05	-2.081569708000000129e-07	-1.269943768000000124e-04	9.817923490999999874e-04	-1.096148252999999994e-05	-4.114045725999999903e-03	3.207064384999999684e-02	-4.625191793000000260e-04
4.600000000000000000e+01	1.188333332999999964e-01	1.499996805000000100e+00	2.452891450000000125e-05	-2.364629978999999890e-07	-1.382418252000000135e-04	1.069516369999999996e-03	-1.214339145000000060e-05	-4.353851015999999664e-03	3.395768542000000140e-02	-4.575131290000000218e-04
4.700000000000000000e+01	1.214166666999999949e-01	1.499996416999999971e+00	2.753032839999999934e-05	-2.711016305999999927e-07	-1.500751470000000112e-04	1.161837640000000027e-03	-1.340850296999999916e-05	-4.580640680999999853e-03	3.573726600999999753e-02	-4.897205897999999842e-04
4.800000000000000000e+01	1.239999999999999991e-01	1.499996029000000064e+00	3.053601314999999662e-05	-3.057810517999999903e-07	-1.625427651999999923e-04	1.259118601000000027e-03	-1.472098180999999920e-05	-4.826174800999999751e-03	3.765714618999999735e-02	-5.080563226999999706e-04
4.900000000000000000e+01	1.265833332999999894e-01	1.499995575000000025e+00	3.405230800000000113e-05	-3.473834528000000198e-07	-1.756164683999999869e-04	1.361146393000000092e-03	-1.610415522000000052e-05	-5.060788321000000110e-03	3.949462908999999688e-02	-5.354219657000000099e-04
5.000000000000000000e+01	1.291666666999999880e-01	1.499995120999999987e+00	3.757288330000000239e-05	-3.891064233999999963e-07	-1.893279042999999927e-04	1.468145036999999979e-03	-1.762734495000000041e-05	-5.307652615000000088e-03	4.141883005000000090e-02	-5.896218327999999936e-04
5.100000000000000000e+01	1.317500000000000060e-01	1.499994594999999986e+00	4.165452304999999773e-05	-4.388273568999999923e-07	-2.036601792000000113e-04	1.579989578000000035e-03	-1.924681296999999951e-05	-5.547977382000000152e-03	4.329466099999999817e-02	-6.268908462999999787e-04
5.200000000000000000e+01	1.343333332999999963e-01	1.499994067999999903e+00	4.574045130000000103e-05	-4.887164267000000485e-07	-2.186337461000000112e-04	1.696814324000000054e-03	-2.106153602999999948e-05	-5.796219438000000009e-03	4.522248221999999873e-02	-7.024734405999999605e-04
5.300000000000000000e+01	1.369166666999999948e-01	1.499993463000000027e+00	5.043838357000000178e-05	-5.481802504000000161e-07	-2.342395535000000022e-04	1.818554428000000028e-03	-2.301825435000000097e-05	-6.040957724000000154e-03	4.712520133999999888e-02	-7.574393486000000454e-04
5.400000000000000000e+01	1.395000000000000129e-01	1.499992857000000068e+00	5.514071712999999971e-05	-6.077699029000000456e-07	-2.505074210000000174e-04	1.945405699999999899e-03	-2.512109634999999875e-05	-6.297239011999999567e-03	4.910371818999999943e-02	-8.140033574999999732e-04
5.500000000000000000e+01	1.420833333000000032e-01	1.499992167000000043e+00	6.050693177000000323e-05	-6.784971148999999894e-07	-2.674196979999999982e-04	2.077244378000000016e-03	-2.737827563999999897e-05	-6.546687893000000154e-03	5.103432704000000070e-02	-8.737468213999999983e-04
5.600000000000000000e+01	1.446666667000000017e-01	1.499991475000000074e+00	6.587759319000000187e-05	-7.492012979000000401e-07	-2.850047295999999877e-04	2.214247056000000127e-03	-2.960871151000000126e-05	-6.807108993000000018e-03	5.303329484000000177e-02	-8.633945289000000438e-04
5.700000000000000000e+01	1.472499999999999920e-01	1.499990691999999903e+00	7.196468066999999597e-05	-8.317707793999999898e-07	-3.032447778999999887e-04	2.356291929000000132e-03	-3.196237993000000064e-05	-7.060663850999999644e-03	5.498511223000000087e-02	-9.110974549999999519e-04
5.800000000000000000e+01	1.498333333000000100e-01	1.499989908000000094e+00	7.805606634999999720e-05	-9.143434373000000058e-07	-3.221387404000000156e-04	2.503328253999999829e-03	-3.431973710000000226e-05	-7.313791949999999716e-03	5.691728689000000174e-02	-9.125253541000000494e-04
5.900000000000000000e+01	1.524166667000000086e-01	1.499989025000000087e+00	8.491588211000000350e-05	-1.009364661999999951e-06	-3.416921828999999896e-04	2.655412553000000182e-03	-3.678240953999999731e-05	-7.569074492000000057e-03	5.887134143000000153e-02	-9.532925602000000016e-04
6.000000000000000000e+01	1.549999999999999989e-01	1.499988142000000080e+00	9.177994316000000013e-05	-1.104575765999999949e-06	-3.618930130999999930e-04	2.812426859999999848e-03	-3.946558683000000111e-05	-7.819676204000000283e-03	6.077973200000000298e-02	-1.038649270999999997e-03
6.100000000000000000e+01	1.575833332999999892e-01	1.499987152999999962e+00	9.946396752999999899e-05	-1.213807810000000091e-06	-3.827528401000000204e-04	2.974461048000000100e-03	-4.228337201999999879e-05	-8.074771741999999322e-03	6.272291141999999931e-02	-1.090755558000000049e-03
6.200000000000000000e+01	1.601666666999999877e-01	1.499986164000000066e+00	1.071523071000000048e-04	-1.323189250999999962e-06	-4.042705431999999853e-04	3.141506443000000037e-03	-4.527465041000000156e-05	-8.329433492000000439e-03	6.466273358999999332e-02	-1.157914215999999909e-03
6.300000000000000000e+01	1.627500000000000058e-01	1.499985061999999925e+00	1.157123054000000001e-04	-1.448308285999999953e-06	-4.264464587999999747e-04	3.313547722000000171e-03	-4.843317477999999776e-05	-8.584225364999999858e-03	6.659662427000000162e-02	-1.222654593999999897e-03
6.400000000000000000e+01	1.653333332999999961e-01	1.499983960000000005e+00	1.242765533999999931e-04	-1.573411947000000080e-06	-4.492735897999999969e-04	3.490524137999999939e-03	-5.157384471000000224e-05	-8.836308794000000480e-03	6.850699939000000349e-02	-1.215743200000000100e-03
6.500000000000000000e+01	1.679166666999999946e-01	1.499982739000000009e+00	1.337637696000000065e-04	-1.715160847999999967e-06	-4.727584077999999750e-04	3.672470780000000080e-03	-5.487054246000000289e-05	-9.090897263000000811e-03	7.043095838000000553e-02	-1.276141064999999908e-03
6.600000000000000000e+01	1.705000000000000127e-01	1.499981516999999931e+00	1.432550912999999866e-04	-1.856936769000000036e-06	-4.968826969999999565e-04	3.859185142000000086e-03	-5.819861839000000129e-05	-9.338434560999999551e-03	7.227652737999999688e-02	-1.288287455000000073e-03
6.700000000000000000e+01	1.730833333000000029e-01	1.499980169000000085e+00	1.537196820999999869e-04	-2.016237883000000163e-06	-5.216619602000000010e-04	4.050809330999999812e-03	-6.166494741000000466e-05	-9.591972832000000837e-03	7.417710520999999668e-02	-1.341804782999999951e-03
6.800000000000000000e+01	1.756666667000000015e-01	1.499978821000000018e+00	1.641883125000000057e-04	-2.175697028999999897e-06	-5.470815137999999848e-04	4.247124784999999590e-03	-6.531479716000000257e-05	-9.839827187999999891e-03	7.599307899000000421e-02	-1.412845063999999991e-03
6.900000000000000000e+01	1.782499999999999918e-01	1.499977340000000048e+00	1.756796731000000091e-04	-2.354272452999999975e-06	-5.731526442000000427e-04	4.448268598000000226e-03	-6.912597036999999669e-05	-1.009205049999999972e-02	7.786212122999999763e-02	-1.475292858000000051e-03
7.000000000000000000e+01	1.808333333000000098e-01	1.499975859000000078e+00	1.871750492999999915e-04	-2.532976935999999911e-06	-5.998646022999999964e-04	4.654075809999999938e-03	-7.308701912000000335e-05	-1.034011278999999971e-02	7.966730783000000593e-02	-1.533309191999999944e-03
7.100000000000000000e+01	1.834166667000000084e-01	1.499974238999999931e+00	1.997420317000000057e-04	-2.732507883999999896e-06	-6.272256730000000478e-04	4.864638349999999591e-03	-7.723778652000000042e-05	-1.059138222000000074e-02	8.150808008000000326e-02	-1.606748669999999999e-03
7.200000000000000000e+01	1.859999999999999987e-01	1.499972617999999924e+00	2.123129448999999962e-04	-2.932056869999999881e-06	-6.552149925000000374e-04	5.079765618999999670e-03	-8.140950023999999621e-05	-1.083457529000000051e-02	8.327507169999999459e-02	-1.614856925000000007e-03
7.300000000000000000e+01	1.885833332999999890e-01	1.499970851000000049e+00	2.260035047000000111e-04	-3.153616793999999903e-06	-6.838484179999999857e-04	5.299571543999999877e-03	-8.576513197999999769e-05	-1.108390664999999928e-02	8.508616447000000305e-02	-1.686050995000000063e-03
7.400000000000000000e+01	1.911666666999999875e-01	1.499969083999999953e+00	2.396978455999999934e-04	-3.375205138000000104e-06	-7.130858549999999655e-04	5.523768386999999835e-03	-9.015376736999999733e-05	-1.131771755000000011e-02	8.678587466999999889e-02	-1.698826603000000044e-03
7.500000000000000000e+01	1.937500000000000056e-01	1.499967164999999936e+00	2.545585766999999811e-04	-3.619877474999999985e-06	-7.429562544999999789e-04	5.752541067999999633e-03	-9.471187216999999402e-05	-1.156273529999999987e-02	8.855716684000000671e-02	-1.764427664999999998e-03
7.600000000000000000e+01	1.963333332999999958e-01	1.499965245000000058e+00	2.694229505000000067e-04	-3.864649852000000231e-06	-7.734032578999999481e-04	5.985544041000000030e-03	-9.938615344000000450e-05	-1.178593678000000068e-02	9.019469922999999445e-02	-1.809399203999999999e-03
7.700000000000000000e+01	1.989166666999999944e-01	1.499963166999999986e+00	2.854990173000000134e-04	-4.133929751999999855e-06	-8.044655374999999968e-04	6.222993583999999849e-03	-1.042373804999999958e-04	-1.202410823000000031e-02	9.191595225000000202e-02	-1.877894353000000068e-03
7.800000000000000000e+01	2.015000000000000124e-01	1.499961088000000053e+00	3.015785949000000213e-04	-4.403294446000000231e-06	-8.360754585000000454e-04	6.464520278000000265e-03	-1.091870793999999992e-04	-1.223609844999999988e-02	9.349420413999999513e-02	-1.916012467000000009e-03
7.900000000000000000e+01	2.040833333000000027e-01	1.499958845000000096e+00	3.189136610999999803e-04	-4.698648357999999659e-06	-8.682781999999999566e-04	6.710348201000000158e-03	-1.143305462999999998e-04	-1.246557736000000055e-02	9.515919585000000291e-02	-1.991019451000000055e-03
8.000000000000000000e+01	2.066666667000000013e-01	1.499956601999999917e+00	3.362520804000000176e-04	-4.994049283000000114e-06	-9.010029613000000281e-04	6.960070028999999943e-03	-1.195286096999999986e-04	-1.266764956000000081e-02	9.666651433999999543e-02	-2.012153561999999955e-03
8.100000000000000000e+01	2.092499999999999916e-01	1.499954188000000022e+00	3.548880882000000187e-04	-5.316777475000000205e-06	-9.342973851999999925e-04	7.213938512000000157e-03	-1.249270421999999965e-04	-1.288816408000000024e-02	9.827167081000000304e-02	-2.089715801000000071e-03
8.200000000000000000e+01	2.118333333000000096e-01	1.499951773999999904e+00	3.735273177000000052e-04	-5.639569390000000316e-06	-9.681077632999999811e-04	7.471548312000000219e-03	-1.303994750000000090e-04	-1.308788829999999945e-02	9.971992251000000307e-02	-2.118361114000000007e-03
8.300000000000000000e+01	2.144166667000000082e-01	1.499949184000000102e+00	3.935046255000000269e-04	-5.991095497000000195e-06	-1.002470345000000020e-03	7.733151387000000362e-03	-1.360746221000000119e-04	-1.330164453000000011e-02	1.012657064000000023e-01	-2.196831112000000204e-03
8.400000000000000000e+01	2.169999999999999984e-01	1.499946594000000077e+00	4.134850788999999802e-04	-6.342689662999999730e-06	-1.037365072000000091e-03	7.998407582999999751e-03	-1.418288059999999893e-04	-1.350763636999999934e-02	1.026798180000000060e-01	-2.227426040000000072e-03
8.500000000000000000e+01	2.195833332999999887e-01	1.499943822999999954e+00	4.348428407000000211e-04	-6.724480847000000246e-06	-1.072805717999999976e-03	8.267520672999999903e-03	-1.477901354999999934e-04	-1.371895952999999981e-02	1.041728090000000051e-01	-2.307611417999999841e-03
8.600000000000000000e+01	2.221666666999999873e-01	1.499941050999999970e+00	4.562036702000000121e-04	-7.106304449000000409e-06	-1.108797680000000009e-03	8.540196322999999909e-03	-1.537891124999999986e-04	-1.393237234999999963e-02	1.055518644000000006e-01	-2.322184620999999827e-03
8.700000000000000000e+01	2.247500000000000053e-01	1.499938092000000056e+00	4.789799121000000025e-04	-7.519623073000000127e-06	-1.145339163999999988e-03	8.816609794000000722e-03	-1.599943062000000070e-04	-1.414509058000000020e-02	1.069987627999999941e-01	-2.402010490000000206e-03
8.800000000000000000e+01	2.273333332999999956e-01	1.499935132999999921e+00	5.017590969999999968e-04	-7.932955992999999188e-06	-1.182431129999999978e-03	9.096440776999999839e-03	-1.662161010999999901e-04	-1.435818059999999924e-02	1.083216709999999944e-01	-2.408436729000000033e-03
8.900000000000000000e+01	2.299166666999999942e-01	1.499931981000000025e+00	5.259904741999999562e-04	-8.378934795999999955e-06	-1.220076402999999967e-03	9.379887970000000408e-03	-1.726369559999999935e-04	-1.457236364999999964e-02	1.097214938000000001e-01	-2.485492211000000194e-03
9.000000000000000000e+01	2.325000000000000122e-01	1.499928828999999908e+00	5.502246328999999686e-04	-8.824933679999999344e-06	-1.258237820999999913e-03	9.666565210000000255e-03	-1.790811312999999951e-04	-1.477216173000000035e-02	1.109718348999999965e-01	-2.494519486999999952e-03
9.100000000000000000e+01	2.350833333000000025e-01	1.499925477999999979e+00	5.759461482000000467e-04	-9.304710735000000545e-06	-1.296944213999999974e-03	9.956715608000000703e-03	-1.857201502000000110e-04	-1.498312014000000025e-02	1.123162832000000055e-01	-2.569942783999999876e-03
9.200000000000000000e+01	2.376666667000000011e-01	1.499922127000000049e+00	6.016702684000000377e-04	-9.784510810999999598e-06	-1.336107853000000067e-03	1.024989102999999957e-02	-1.923859039000000101e-04	-1.516011830000000074e-02	1.134872605000000062e-01	-2.580291747999999795e-03
9.300000000000000000e+01	2.402499999999999913e-01	1.499918572999999977e+00	6.289150664000000461e-04	-1.029924010000000062e-05	-1.375790839999999895e-03	1.054637339000000056e-02	-1.992500463000000123e-04	-1.536115598999999998e-02	1.147673656000000042e-01	-2.657087383000000021e-03
9.400000000000000000e+01	2.428333333000000094e-01	1.499915018999999905e+00	6.561623097999999543e-04	-1.081400155999999987e-05	-1.415882636000000095e-03	1.084569567999999970e-02	-2.061515566999999941e-04	-1.551940492999999942e-02	1.158666931000000011e-01	-2.671552439000000195e-03
9.500000000000000000e+01	2.454166667000000079e-01	1.499911256000000082e+00	6.849617001999999677e-04	-1.136492492999999982e-05	-1.456458608000000057e-03	1.114815111999999976e-02	-2.132606592000000072e-04	-1.570682798000000088e-02	1.170795245999999984e-01	-2.751910613999999922e-03
9.600000000000000000e+01	2.479999999999999982e-01	1.499907493000000036e+00	7.137634312000000394e-04	-1.191589067999999978e-05	-1.497435429000000106e-03	1.145332465999999993e-02	-2.204189798000000071e-04	-1.586199530000000080e-02	1.181316914999999967e-01	-2.770962844000000175e-03
9.700000000000000000e+01	2.505833332999999885e-01	1.499903517999999991e+00	7.441472363999999604e-04	-1.250436219999999934e-05	-1.538867754999999988e-03	1.176147299999999972e-02	-2.277954257000000006e-04	-1.603831978000000089e-02	1.192832298999999957e-01	-2.855398412999999962e-03
9.800000000000000000e+01	2.531666666999999871e-01	1.499899542000000086e+00	7.745333189000000408e-04	-1.309286227999999916e-05	-1.580724720000000090e-03	1.207226588999999947e-02	-2.352050386000000091e-04	-1.620269593000000022e-02	1.203069238000000069e-01	-2.868237237999999960e-03
9.900000000000000000e+01	2.557499999999999774e-01	1.499895348999999989e+00	8.065302349000000228e-04	-1.372019375000000078e-05	-1.623025305000000027e-03	1.238590296999999944e-02	-2.428379884999999866e-04	-1.637441988000000112e-02	1.214079029999999976e-01	-2.954690291999999968e-03
1.000000000000000000e+02	2.583333333000000231e-01	1.499891155999999892e+00	8.385293425000000080e-04	-1.434752309000000081e-05	-1.665765380000000040e-03	1.270208515000000038e-02	-2.504684693000000127e-04	-1.654454534000000115e-02	1.223931012000000068e-01	-2.953734477999999785e-03
1.010000000000000000e+02	2.609166667000000217e-01	1.499886741000000079e+00	8.721669144000000111e-04	-1.501484247000000076e-05	-1.708948313999999894e-03	1.302099557000000081e-02	-2.583171808000000124e-04	-1.671597450999999859e-02	1.234491966999999996e-01	-3.038210923000000171e-03
