# ############################################################################### 
# # ShiftTracker1.asc:
# # itt	time	x	y	z	vx	vy	vz	ax	ay	az
# #=======================================================================
# 
1.625000000000000000e+03	4.197916667000000324e+00	-1.336925463999999897e+00	-4.577025203999999792e-01	4.505846923999999760e-03	7.924319122999999576e-02	-1.352083498999999966e-01	3.275724081999999929e-03	1.706835009000000000e-02	4.369072760999999881e-03	1.526535434000000089e-03
1.626000000000000000e+03	4.200499999999999901e+00	-1.336720756000000065e+00	-4.580517997999999924e-01	4.514307470000000246e-03	7.928353288999999415e-02	-1.351868729000000047e-01	3.277645913999999855e-03	1.561612889000000073e-02	8.313655078000000212e-03	7.439349731999999943e-04
1.627000000000000000e+03	4.203083333000000366e+00	-1.336515839000000039e+00	-4.584009735999999835e-01	4.522781531999999632e-03	7.932277057000000631e-02	-1.351640476000000035e-01	3.280282063999999994e-03	1.518877593000000047e-02	8.835618003999999928e-03	1.020444994000000057e-03
1.628000000000000000e+03	4.205666667000000025e+00	-1.336310922000000012e+00	-4.587501433999999767e-01	4.531256772000000384e-03	7.936164467999999583e-02	-1.351365264000000121e-01	3.284286485000000207e-03	1.504804321999999965e-02	1.065334287000000053e-02	1.550098683000000060e-03
1.629000000000000000e+03	4.208249999999999602e+00	-1.336105802999999925e+00	-4.590991784999999825e-01	4.539749673999999950e-03	7.940113342000000574e-02	-1.351103580999999942e-01	3.287574953999999796e-03	1.528596630000000033e-02	1.012969638999999984e-02	1.272955596000000097e-03
1.630000000000000000e+03	4.210833333000000067e+00	-1.335900673999999899e+00	-4.594482209999999900e-01	4.548239750000000400e-03	7.945125364999999773e-02	-1.350929012000000040e-01	3.287581882999999865e-03	1.940137817000000056e-02	6.757509975000000092e-03	2.682126576999999861e-06
1.631000000000000000e+03	4.213416666999999727e+00	-1.335695290999999951e+00	-4.597971668999999983e-01	4.556731324999999631e-03	7.950310632000000266e-02	-1.350758095000000047e-01	3.287061211000000000e-03	2.007200012999999991e-02	6.616127775999999794e-03	-2.015501947999999899e-04
1.632000000000000000e+03	4.216000000000000192e+00	-1.335489914000000056e+00	-4.601461071999999874e-01	4.565223186000000322e-03	7.954730543999999348e-02	-1.350522802999999938e-01	3.286873138999999930e-03	1.710933770999999853e-02	9.108091064000000195e-03	-7.280232392000000636e-05
1.633000000000000000e+03	4.218583332999999769e+00	-1.335284279999999990e+00	-4.604949392000000086e-01	4.573705671999999875e-03	7.960057537999999655e-02	-1.350317329999999871e-01	3.283542975999999974e-03	2.062062200999999900e-02	7.953766294999999389e-03	-1.289095384000000068e-03
1.634000000000000000e+03	4.221166667000000317e+00	-1.335078653000000060e+00	-4.608437758999999745e-01	4.582191404000000336e-03	7.964400962999999833e-02	-1.350166894000000006e-01	3.283982314000000007e-03	1.681325749000000050e-02	5.823342892000000354e-03	1.700665456999999930e-04
1.635000000000000000e+03	4.223749999999999893e+00	-1.334872794000000029e+00	-4.611925291999999788e-01	4.590679476000000120e-03	7.968737405999999635e-02	-1.350012952000000099e-01	3.285705376000000108e-03	1.678623333000000065e-02	5.959029616000000376e-03	6.669917016000000186e-04
1.636000000000000000e+03	4.226333333000000358e+00	-1.334666933000000055e+00	-4.615412804999999841e-01	4.599167131999999832e-03	7.973257374000000675e-02	-1.349834845000000005e-01	3.286945086999999970e-03	1.749664672999999906e-02	6.894472647000000030e-03	4.798881931999999812e-04
1.637000000000000000e+03	4.228916667000000018e+00	-1.334460839999999981e+00	-4.618899403000000237e-01	4.607662549999999753e-03	7.977804115999999335e-02	-1.349650799000000068e-01	3.288548850000000152e-03	1.760029449000000135e-02	7.124360181999999861e-03	6.208113502000000509e-04
1.638000000000000000e+03	4.231499999999999595e+00	-1.334254746999999908e+00	-4.622386011999999877e-01	4.616157679000000395e-03	7.982349545000000379e-02	-1.349480097000000101e-01	3.289816636000000155e-03	1.759520734999999933e-02	6.607845014999999718e-03	4.907557813999999892e-04
1.639000000000000000e+03	4.234083333000000060e+00	-1.334048416999999986e+00	-4.625871711000000275e-01	4.624660903999999913e-03	7.986957337000000212e-02	-1.349302840999999920e-01	3.291570980000000160e-03	1.783661375000000077e-02	6.861494263000000350e-03	6.791009735999999639e-04
1.640000000000000000e+03	4.236666666999999720e+00	-1.333842090999999952e+00	-4.629357441999999989e-01	4.633167116000000071e-03	7.991118441000000239e-02	-1.349162698999999965e-01	3.296794132999999929e-03	1.610750173999999854e-02	5.424855028000000016e-03	2.021865807000000105e-03
1.641000000000000000e+03	4.239250000000000185e+00	-1.333635547000000088e+00	-4.632842108999999930e-01	4.641693679000000010e-03	7.995278993000000389e-02	-1.348903348000000113e-01	3.300604927000000150e-03	1.610536187999999855e-02	1.003941239000000034e-02	1.475146112000000082e-03
1.642000000000000000e+03	4.241833332999999762e+00	-1.333428993000000062e+00	-4.636326825000000040e-01	4.650215059999999838e-03	8.000437059999999934e-02	-1.348700421000000038e-01	3.298398989000000080e-03	1.996671086000000039e-02	7.855209925000000357e-03	-8.539117250999999579e-04
1.643000000000000000e+03	4.244416667000000309e+00	-1.333222182999999950e+00	-4.639810427000000126e-01	4.658730746000000304e-03	8.005547181000000068e-02	-1.348491337000000123e-01	3.296394337000000188e-03	1.978111217000000019e-02	8.093596111000000634e-03	-7.759940969999999487e-04
1.644000000000000000e+03	4.246999999999999886e+00	-1.333015384999999942e+00	-4.643293976999999795e-01	4.667248940000000290e-03	8.009323440000000460e-02	-1.348221055999999918e-01	3.297303079999999807e-03	1.461777715999999956e-02	1.046248907999999984e-02	3.517713155999999813e-04
1.645000000000000000e+03	4.249583333000000351e+00	-1.332808379000000043e+00	-4.646776210999999934e-01	4.675769054000000410e-03	8.013125355000000338e-02	-1.347961597000000011e-01	3.298108676000000017e-03	1.471709247000000005e-02	1.004355516999999934e-02	3.118436920000000156e-04
1.646000000000000000e+03	4.252166667000000011e+00	-1.332601369000000036e+00	-4.650258483999999970e-01	4.684287627999999745e-03	8.017425579999999663e-02	-1.347746733999999891e-01	3.297125996000000066e-03	1.664603082999999845e-02	8.317282908000000335e-03	-3.803921598999999922e-04
1.647000000000000000e+03	4.254749999999999588e+00	-1.332394142999999920e+00	-4.653739651000000088e-01	4.692800843999999673e-03	8.021672907000000630e-02	-1.347548521999999971e-01	3.295438227999999883e-03	1.644126394999999990e-02	7.672717709000000108e-03	-6.533296350999999533e-04
1.648000000000000000e+03	4.257333333000000053e+00	-1.332186910999999974e+00	-4.657220879000000258e-01	4.701317364000000276e-03	8.026444707999999539e-02	-1.347421642999999947e-01	3.297589062999999824e-03	1.847149091999999992e-02	4.911455050999999697e-03	8.325813601000000468e-04
1.649000000000000000e+03	4.259916666999999713e+00	-1.331979440000000015e+00	-4.660701415999999875e-01	4.709844835999999618e-03	8.031169473999999475e-02	-1.347304367999999919e-01	3.300956659999999820e-03	1.828941574999999944e-02	4.539691176999999939e-03	1.303585912999999938e-03
1.650000000000000000e+03	4.262500000000000178e+00	-1.331771974000000025e+00	-4.664181902999999796e-01	4.718373310999999723e-03	8.035165043000000451e-02	-1.347129844000000132e-01	3.305489536000000023e-03	1.546671766000000045e-02	6.755742625000000015e-03	1.754661679999999909e-03
1.651000000000000000e+03	4.265083332999999755e+00	-1.331564291999999927e+00	-4.667661543000000135e-01	4.726921311000000306e-03	8.039305139999999850e-02	-1.346957443000000032e-01	3.308903477000000020e-03	1.602618092000000077e-02	6.673598783999999673e-03	1.321525595000000051e-03
1.652000000000000000e+03	4.267666667000000302e+00	-1.331356607000000025e+00	-4.671141202999999908e-01	4.735464422000000041e-03	8.043744792000000199e-02	-1.346808037999999985e-01	3.306639007000000078e-03	1.718575024999999951e-02	5.783440564000000284e-03	-8.765689906999999965e-04
1.653000000000000000e+03	4.270249999999999879e+00	-1.331148694999999993e+00	-4.674620074999999986e-01	4.744004383999999783e-03	8.048202733999999803e-02	-1.346660396999999898e-01	3.305791689000000047e-03	1.725655032999999852e-02	5.715117450999999960e-03	-3.279941618999999888e-04
1.654000000000000000e+03	4.272833333000000344e+00	-1.330940784999999904e+00	-4.678098918999999967e-01	4.752548744999999727e-03	8.052526656000000282e-02	-1.346479517999999986e-01	3.310053538999999882e-03	1.673776445000000127e-02	7.001786369999999683e-03	1.649748476999999972e-03
1.655000000000000000e+03	4.275416667000000004e+00	-1.330732650000000072e+00	-4.681577062000000233e-01	4.761110677999999714e-03	8.056812859999999687e-02	-1.346377770999999945e-01	3.314296600000000200e-03	1.659175625999999987e-02	3.938584759999999747e-03	1.642475003999999995e-03
1.656000000000000000e+03	4.277999999999999581e+00	-1.330524516000000101e+00	-4.685055040000000171e-01	4.769672047000000220e-03	8.061122476000000259e-02	-1.346085069000000078e-01	3.317883966999999809e-03	1.668238302000000020e-02	1.133038071000000077e-02	1.388658159000000095e-03
1.657000000000000000e+03	4.280583333000000046e+00	-1.330316161000000053e+00	-4.688531664999999737e-01	4.778252745000000253e-03	8.065359368999999723e-02	-1.345790252000000076e-01	3.321560728000000004e-03	1.640087556000000002e-02	1.141229895000000008e-02	1.423262413000000092e-03
1.658000000000000000e+03	4.283166666999999705e+00	-1.330107796000000064e+00	-4.692008391999999972e-01	4.786833505000000037e-03	8.070767330000000461e-02	-1.345614348999999987e-01	3.325308775999999845e-03	2.093404269000000151e-02	6.809141307000000400e-03	1.450857336000000017e-03
1.659000000000000000e+03	4.285750000000000171e+00	-1.329899174999999989e+00	-4.695484160000000240e-01	4.795435504000000390e-03	8.075615082999999805e-02	-1.345458599999999894e-01	3.329806016000000195e-03	1.876549556999999868e-02	6.028976656000000107e-03	1.740867021000000025e-03
1.660000000000000000e+03	4.288333332999999747e+00	-1.329690562999999992e+00	-4.698959811999999792e-01	4.804033677999999981e-03	8.079604620999999987e-02	-1.345168157999999947e-01	3.329862085999999929e-03	1.544337563000000059e-02	1.124292181000000057e-02	2.170461535000000052e-05
1.661000000000000000e+03	4.290916667000000295e+00	-1.329481737000000052e+00	-4.702434094999999870e-01	4.812634314000000142e-03	8.083581380000000316e-02	-1.344883847999999993e-01	3.329278166999999952e-03	1.539390292000000077e-02	1.100553226999999995e-02	-2.260332425000000024e-04
1.662000000000000000e+03	4.293499999999999872e+00	-1.329272908999999947e+00	-4.705908454000000130e-01	4.821231599000000249e-03	8.087854000999999959e-02	-1.344687528999999881e-01	3.324803421999999922e-03	1.653917875999999856e-02	7.599477373999999688e-03	-1.732159347999999953e-03
1.663000000000000000e+03	4.296083333000000337e+00	-1.329063863000000012e+00	-4.709381752999999837e-01	4.829800008999999943e-03	8.092085538000000355e-02	-1.344502633999999919e-01	3.316803899999999986e-03	1.638014314999999832e-02	7.157211222000000109e-03	-3.096589091999999918e-03
1.664000000000000000e+03	4.298666666999999997e+00	-1.328854817999999938e+00	-4.712855122999999868e-01	4.838372332999999609e-03	8.096303814999999959e-02	-1.344401422000000013e-01	3.313350181000000207e-03	1.632881346000000095e-02	3.917865129999999890e-03	-1.336923571999999944e-03
1.665000000000000000e+03	4.301249999999999574e+00	-1.328645553000000090e+00	-4.716327927999999781e-01	4.846925339999999700e-03	8.100563116999999480e-02	-1.344311511000000070e-01	3.310841342000000066e-03	1.648762230000000092e-02	3.480457519999999826e-03	-9.711632651000000425e-04
1.666000000000000000e+03	4.303833333000000039e+00	-1.328436283999999912e+00	-4.719800712000000176e-01	4.855484648999999764e-03	8.105365248000000189e-02	-1.344197282000000049e-01	3.315650880999999797e-03	1.858889336000000073e-02	4.421738379000000364e-03	1.861756753000000028e-03
1.667000000000000000e+03	4.306416666999999698e+00	-1.328226766000000003e+00	-4.723272960000000076e-01	4.864066618000000355e-03	8.110376150999999700e-02	-1.344096035000000022e-01	3.322052785000000150e-03	1.939704667999999840e-02	3.919243707000000417e-03	2.478156470999999875e-03
1.668000000000000000e+03	4.309000000000000163e+00	-1.328017256000000090e+00	-4.726745132999999877e-01	4.872645043000000363e-03	8.114380795999999452e-02	-1.343906941000000133e-01	3.324337706999999902e-03	1.550184980999999920e-02	7.319794973999999704e-03	8.844858903000000225e-04
1.669000000000000000e+03	4.311583332999999740e+00	-1.327807533000000095e+00	-4.730216345000000100e-01	4.881240412999999882e-03	8.118340311999999726e-02	-1.343695283999999934e-01	3.327240165000000180e-03	1.532715850999999928e-02	8.193142093000000542e-03	1.123532013999999947e-03
1.670000000000000000e+03	4.314166667000000288e+00	-1.327597804000000048e+00	-4.733687587000000030e-01	4.889832079999999886e-03	8.122796475999999322e-02	-1.343517227999999897e-01	3.325842043000000123e-03	1.724966752999999853e-02	6.892515681999999977e-03	-5.412083452000000404e-04
1.671000000000000000e+03	4.316749999999999865e+00	-1.327387845999999927e+00	-4.737157569000000068e-01	4.898419135000000105e-03	8.127442696999999383e-02	-1.343218781999999945e-01	3.324021162000000140e-03	1.798537314000000012e-02	1.155272660999999944e-02	-7.048571203000000276e-04
1.672000000000000000e+03	4.319333333000000330e+00	-1.327177883000000058e+00	-4.740627629999999981e-01	4.907010037999999692e-03	8.132485440999999426e-02	-1.343012093000000018e-01	3.326668917999999874e-03	1.952029938000000159e-02	8.000890093000000147e-03	1.024937716000000028e-03
1.673000000000000000e+03	4.321916666999999990e+00	-1.326967664000000102e+00	-4.744096482999999864e-01	4.915611870999999841e-03	8.137503361999999518e-02	-1.342781759999999991e-01	3.329741882000000156e-03	1.942420698000000071e-02	8.916121144000000234e-03	1.189534529999999955e-03
1.674000000000000000e+03	4.324499999999999567e+00	-1.326757452999999920e+00	-4.747565268999999755e-01	4.924211888999999870e-03	8.141702476999999882e-02	-1.342474149000000005e-01	3.330707073000000167e-03	1.625464009999999862e-02	1.190749839000000004e-02	3.736221440000000158e-04
1.675000000000000000e+03	4.327083333000000032e+00	-1.326547015999999912e+00	-4.751032526999999783e-01	4.932818561000000199e-03	8.145940476000000652e-02	-1.342164369000000135e-01	3.331614734000000206e-03	1.640515857999999896e-02	1.199147449999999997e-02	3.513528794999999888e-04
1.676000000000000000e+03	4.329666666999999691e+00	-1.326336573000000074e+00	-4.754499889000000090e-01	4.941424647000000267e-03	8.150851290999999721e-02	-1.341975524000000031e-01	3.331843401999999826e-03	1.900960440000000126e-02	7.310148275000000022e-03	8.851661278999999462e-05
1.677000000000000000e+03	4.332250000000000156e+00	-1.326125884999999949e+00	-4.757966256999999755e-01	4.950031435999999695e-03	8.155691152999999805e-02	-1.341819717999999939e-01	3.331660100000000211e-03	1.873495257999999858e-02	6.031196233999999885e-03	-7.095552303999999740e-05
1.678000000000000000e+03	4.334833332999999733e+00	-1.325915206999999985e+00	-4.761432643999999881e-01	4.958640757999999843e-03	8.159260442999999308e-02	-1.341687333999999898e-01	3.334418761000000012e-03	1.381660290999999971e-02	5.124543752999999660e-03	1.067868495999999999e-03
1.679000000000000000e+03	4.337416667000000281e+00	-1.325704336999999899e+00	-4.764898364999999858e-01	4.967261058000000361e-03	8.162694782000000371e-02	-1.341569279000000003e-01	3.336890343999999835e-03	1.329421696999999979e-02	4.569875006000000128e-03	9.567421178000000154e-04
1.680000000000000000e+03	4.339999999999999858e+00	-1.325493459000000041e+00	-4.768364078999999811e-01	4.975877388000000262e-03	8.167161740999999420e-02	-1.341443371000000107e-01	3.334751569999999839e-03	1.729145328000000065e-02	4.873832936999999976e-03	-8.279125071999999738e-04
1.681000000000000000e+03	4.342583333000000323e+00	-1.325282352999999969e+00	-4.771829209999999821e-01	4.984487279000000305e-03	8.171821936999999758e-02	-1.341341047999999869e-01	3.332861212999999913e-03	1.803946853000000169e-02	3.960894220999999944e-03	-7.317512871999999960e-04
1.682000000000000000e+03	4.345166666999999983e+00	-1.325071246999999897e+00	-4.775294340999999831e-01	4.993102777000000062e-03	8.176610963000000010e-02	-1.341238352000000134e-01	3.337481570000000106e-03	1.853816688999999907e-02	3.975336983000000296e-03	1.788525393999999954e-03
1.683000000000000000e+03	4.347749999999999559e+00	-1.324859867000000024e+00	-4.778758873000000240e-01	5.001739877000000237e-03	8.182432739000000677e-02	-1.341109336000000096e-01	3.343393343999999986e-03	2.253590801999999851e-02	4.994174104999999676e-03	2.288428656999999880e-03
1.684000000000000000e+03	4.350333333000000025e+00	-1.324648508999999974e+00	-4.782223284000000074e-01	5.010375247000000386e-03	8.185819231999999501e-02	-1.340838870000000127e-01	3.347297095000000000e-03	1.310900366000000011e-02	1.046964866000000063e-02	1.511129204999999993e-03
1.685000000000000000e+03	4.352916666999999684e+00	-1.324436951000000029e+00	-4.785686711000000093e-01	5.019032017999999588e-03	8.189327051000000468e-02	-1.340681639999999897e-01	3.351008227999999894e-03	1.357865328999999927e-02	6.086330826999999770e-03	1.436567732000000033e-03
1.686000000000000000e+03	4.355500000000000149e+00	-1.324225382999999923e+00	-4.789149999999999796e-01	5.027684763000000133e-03	8.194078207999999641e-02	-1.340362992999999947e-01	3.350043844000000128e-03	1.839157544999999935e-02	1.233469935000000052e-02	-3.733100535999999965e-04
1.687000000000000000e+03	4.358083332999999726e+00	-1.324013580999999995e+00	-4.792611737999999955e-01	5.036337382000000314e-03	8.198783553999999807e-02	-1.340027521999999915e-01	3.349400619999999898e-03	1.821424355999999925e-02	1.298597427999999970e-02	-2.489897100000000064e-04
1.688000000000000000e+03	4.360666667000000274e+00	-1.323801782999999954e+00	-4.796073634999999946e-01	5.044992184000000011e-03	8.203038182999999872e-02	-1.339877489999999893e-01	3.351293892999999881e-03	1.646953128000000141e-02	5.807700992999999777e-03	7.328799582000000050e-04
1.689000000000000000e+03	4.363249999999999851e+00	-1.323589761000000031e+00	-4.799534608000000091e-01	5.053652248999999930e-03	8.207279600000000341e-02	-1.339731581999999976e-01	3.352283007000000144e-03	1.641838958999999876e-02	5.648077912999999867e-03	3.828826368000000173e-04
1.690000000000000000e+03	4.365833333000000316e+00	-1.323377744999999939e+00	-4.802995433999999730e-01	5.062311411999999983e-03	8.210983434000000691e-02	-1.339414190999999865e-01	3.352225442999999874e-03	1.433741969999999949e-02	1.228607441999999932e-02	-2.228273181999999993e-05
1.691000000000000000e+03	4.368416666999999975e+00	-1.323165530000000034e+00	-4.806454808000000245e-01	5.070967848000000090e-03	8.214768136000000220e-02	-1.339112319000000106e-01	3.350878551999999806e-03	1.465046090000000044e-02	1.168537438000000032e-02	-5.213772477000000027e-04
1.692000000000000000e+03	4.371000000000000441e+00	-1.322953306000000051e+00	-4.809914295000000117e-01	5.079624096999999644e-03	8.219541779000000270e-02	-1.338942341000000091e-01	3.349313636000000090e-03	1.847861630000000033e-02	6.579810089999999813e-03	-6.057737546999999653e-04
1.693000000000000000e+03	4.373583333000000017e+00	-1.322740843999999916e+00	-4.813372814999999916e-01	5.088274198999999907e-03	8.224367842999999456e-02	-1.338781977000000067e-01	3.348426890000000180e-03	1.868154065999999905e-02	6.207621881999999917e-03	-3.432566075000000202e-04
1.694000000000000000e+03	4.376166666999999677e+00	-1.322528378999999976e+00	-4.816831417999999920e-01	5.096927890000000141e-03	8.229357359000000205e-02	-1.338717913999999953e-01	3.351706213999999882e-03	1.931425432999999900e-02	2.479846707000000171e-03	1.269415526999999929e-03
1.695000000000000000e+03	4.378750000000000142e+00	-1.322315652999999980e+00	-4.820289661000000114e-01	5.105596020000000360e-03	8.234587366999999991e-02	-1.338674769000000042e-01	3.355405292999999803e-03	2.024519140000000106e-02	1.670142351000000009e-03	1.431901496999999929e-03
1.696000000000000000e+03	4.381333332999999719e+00	-1.322102934999999979e+00	-4.823747758999999968e-01	5.114261002999999708e-03	8.238711396999999492e-02	-1.338463540000000007e-01	3.355449508000000070e-03	1.596398950999999844e-02	8.176614695000000710e-03	1.711577874999999988e-05
1.697000000000000000e+03	4.383916667000000267e+00	-1.321889996999999983e+00	-4.827204922000000176e-01	5.122930032999999800e-03	8.242774778000000468e-02	-1.338256449000000126e-01	3.355753518000000046e-03	1.572921642000000078e-02	8.016420511000000790e-03	1.176811730000000002e-04
1.698000000000000000e+03	4.386499999999999844e+00	-1.321677055999999961e+00	-4.830662129000000138e-01	5.131599106000000153e-03	8.247163485000000294e-02	-1.338101318000000095e-01	3.356107308000000171e-03	1.698854332000000050e-02	6.005059749999999696e-03	1.369509116999999949e-04
1.699000000000000000e+03	4.389083333000000309e+00	-1.321463889999999974e+00	-4.834118456000000008e-01	5.140269258999999660e-03	8.251557238999999988e-02	-1.337933064000000061e-01	3.356188182000000107e-03	1.700807862999999948e-02	6.513078398000000414e-03	3.130626410999999836e-05
1.700000000000000000e+03	4.391666666999999968e+00	-1.321250720000000101e+00	-4.837574826000000106e-01	5.148941054000000413e-03	8.256599684000000272e-02	-1.337814445000000130e-01	3.358176758000000050e-03	1.951914241999999980e-02	4.591705500000000349e-03	7.697710322999999546e-04
1.701000000000000000e+03	4.394250000000000433e+00	-1.321037293000000057e+00	-4.841030175000000102e-01	5.157622334000000128e-03	8.261672302000000467e-02	-1.337554649999999901e-01	3.360495280999999980e-03	1.963594159000000075e-02	1.005655171999999924e-02	8.974928437000000061e-04
1.702000000000000000e+03	4.396833333000000010e+00	-1.320823872000000065e+00	-4.844485515999999992e-01	5.166301984999999847e-03	8.266082674999999935e-02	-1.337284572999999921e-01	3.360923492999999800e-03	1.707240889000000150e-02	1.045460466000000012e-02	1.657594976999999972e-04
1.703000000000000000e+03	4.399416666999999670e+00	-1.320610222000000000e+00	-4.847939426999999801e-01	5.174986066000000079e-03	8.270342422000000193e-02	-1.336997570000000024e-01	3.361579654999999941e-03	1.648934322999999827e-02	1.110980123999999979e-02	2.539981603999999938e-04
1.704000000000000000e+03	4.402000000000000135e+00	-1.320396574999999961e+00	-4.851393352000000214e-01	5.183670276999999792e-03	8.274134582000000626e-02	-1.336728474999999972e-01	3.362387181999999808e-03	1.467933004999999978e-02	1.041659215999999992e-02	3.125913121999999858e-04
1.705000000000000000e+03	4.404583332999999712e+00	-1.320182729999999971e+00	-4.854845897000000243e-01	5.192357750999999910e-03	8.277881046000000465e-02	-1.336468727000000023e-01	3.362893158999999844e-03	1.450244072999999981e-02	1.005474343999999964e-02	1.958620102000000135e-04
1.706000000000000000e+03	4.407166667000000260e+00	-1.319968880000000011e+00	-4.858298483999999862e-01	5.201045672999999973e-03	8.282179554999999360e-02	-1.336259548000000019e-01	3.363919268000000167e-03	1.663938909999999882e-02	8.097250397999999558e-03	3.972032990999999741e-04
1.707000000000000000e+03	4.409749999999999837e+00	-1.319754791000000038e+00	-4.861749935999999939e-01	5.209738081999999888e-03	8.287315875999999581e-02	-1.336045733000000013e-01	3.364803424000000018e-03	1.988253551000000036e-02	8.276714382000000328e-03	3.422539047000000187e-04
1.708000000000000000e+03	4.412333333000000302e+00	-1.319540708999999978e+00	-4.865201438000000267e-01	5.218431120000000326e-03	8.291631728999999951e-02	-1.335890631999999967e-01	3.366417939000000172e-03	1.670652729999999933e-02	6.003925087000000320e-03	6.249736167000000077e-04
1.709000000000000000e+03	4.414916666999999961e+00	-1.319326398999999927e+00	-4.868652162000000061e-01	5.227132647999999798e-03	8.295861241999999414e-02	-1.335764163000000004e-01	3.368333437999999815e-03	1.637230870000000102e-02	4.895548571999999883e-03	7.414834140999999792e-04
1.710000000000000000e+03	4.417500000000000426e+00	-1.319112094000000068e+00	-4.872102955000000013e-01	5.235833708000000274e-03	8.299629098999999899e-02	-1.335717814000000059e-01	3.369705672000000100e-03	1.458525064000000017e-02	1.794181582000000004e-03	5.311876745000000373e-04
1.711000000000000000e+03	4.420083333000000003e+00	-1.318897588000000010e+00	-4.875553503999999760e-01	5.244542456000000387e-03	8.303425611999999678e-02	-1.335696366000000135e-01	3.371128464000000026e-03	1.469618100999999996e-02	8.302114221999999742e-04	5.507580096999999597e-04
1.712000000000000000e+03	4.422666666999999663e+00	-1.318683078999999925e+00	-4.879003928999999795e-01	5.253250240000000015e-03	8.307662879999999639e-02	-1.335530929000000033e-01	3.371430129999999827e-03	1.640232532000000104e-02	6.404031775999999634e-03	1.167739072000000060e-04
1.713000000000000000e+03	4.425250000000000128e+00	-1.318468355000000036e+00	-4.882453614999999747e-01	5.261960278000000178e-03	8.311929743000000259e-02	-1.335362207000000134e-01	3.371627598000000083e-03	1.651689028000000170e-02	6.531183995999999790e-03	7.643916833999999814e-05
1.714000000000000000e+03	4.427833332999999705e+00	-1.318253630000000065e+00	-4.885903227000000237e-01	5.270671212999999793e-03	8.316172503999999521e-02	-1.335107822999999916e-01	3.372867254000000165e-03	1.642359201999999893e-02	9.847114857999999735e-03	4.798668604999999933e-04
1.715000000000000000e+03	4.430416667000000253e+00	-1.318038682000000072e+00	-4.889351842999999920e-01	5.279386770999999583e-03	8.320582806000000053e-02	-1.334948348999999979e-01	3.373764543000000015e-03	1.707213449000000161e-02	6.173194616999999607e-03	3.473376062999999772e-04
1.716000000000000000e+03	4.432999999999999829e+00	-1.317823739999999910e+00	-4.892800324000000090e-01	5.288102694999999645e-03	8.324202761000000506e-02	-1.334631078000000082e-01	3.375085568999999786e-03	1.401273104000000033e-02	1.228142949999999969e-02	5.113651648999999666e-04
1.717000000000000000e+03	4.435583333000000295e+00	-1.317608601999999962e+00	-4.896247255999999770e-01	5.296825207000000271e-03	8.327934664000000153e-02	-1.334296529000000009e-01	3.376456541999999904e-03	1.444607629000000011e-02	1.295029324000000065e-02	5.306990381999999486e-04
1.718000000000000000e+03	4.438166666999999954e+00	-1.317393451000000049e+00	-4.899694313999999884e-01	5.305547623000000414e-03	8.333087532999999825e-02	-1.334106575000000017e-01	3.377714406000000089e-03	1.994658891000000017e-02	7.353054149000000199e-03	4.869151852000000121e-04
1.719000000000000000e+03	4.440750000000000419e+00	-1.317178042000000104e+00	-4.903140243999999925e-01	5.314277041999999895e-03	8.338419340000000068e-02	-1.333908585999999952e-01	3.379130183999999853e-03	2.063925471999999983e-02	7.664091974000000057e-03	5.480430427999999918e-04
1.720000000000000000e+03	4.443333332999999996e+00	-1.316962635999999964e+00	-4.906586086999999985e-01	5.323005682000000321e-03	8.343436953999999739e-02	-1.333608260999999962e-01	3.379639975999999824e-03	1.942302208000000127e-02	1.162548776000000075e-02	1.973389491000000079e-04
1.721000000000000000e+03	4.445916666999999656e+00	-1.316746965999999963e+00	-4.910030498999999882e-01	5.331737540000000032e-03	8.348498673000000203e-02	-1.333320923999999907e-01	3.380074132000000179e-03	1.959374846000000100e-02	1.112273257000000008e-02	1.680603062999999988e-04
1.722000000000000000e+03	4.448500000000000121e+00	-1.316531303000000097e+00	-4.913475031000000270e-01	5.340469282000000206e-03	8.352774408999999456e-02	-1.333172871999999953e-01	3.380373775999999820e-03	1.655123787999999985e-02	5.731048558999999806e-03	1.159911867999999962e-04
1.723000000000000000e+03	4.451083332999999698e+00	-1.316315408999999992e+00	-4.916918764000000053e-01	5.349203258999999690e-03	8.357177428999999769e-02	-1.333058011999999903e-01	3.380894263999999986e-03	1.704394584999999879e-02	4.446199246000000389e-03	2.014793130000000097e-04
1.724000000000000000e+03	4.453666667000000245e+00	-1.316099512999999943e+00	-4.920362494000000142e-01	5.357938038000000305e-03	8.361834843000000295e-02	-1.332939109000000066e-01	3.382345869000000140e-03	1.802870083999999831e-02	4.602696871000000294e-03	5.619117561999999785e-04
1.725000000000000000e+03	4.456249999999999822e+00	-1.315883383999999934e+00	-4.923805651000000005e-01	5.366678367999999991e-03	8.366307337999999427e-02	-1.332834732000000022e-01	3.383353730000000087e-03	1.731288309999999900e-02	4.040376665000000415e-03	3.901397306999999774e-04
1.726000000000000000e+03	4.458833333000000287e+00	-1.315667254999999924e+00	-4.927248745000000207e-01	5.375419531999999813e-03	8.370710837000000515e-02	-1.332658023999999941e-01	3.385329249000000162e-03	1.704580422999999942e-02	6.840323021999999628e-03	7.647169295000000007e-04
1.727000000000000000e+03	4.461416666999999947e+00	-1.315450897999999924e+00	-4.930691000999999907e-01	5.384171636000000156e-03	8.375116113000000140e-02	-1.332486411999999898e-01	3.387911315000000003e-03	1.705267937000000053e-02	6.643031845000000289e-03	9.995091859000000255e-04
