# # Time 	 R_dot 	 Theta_dot 
# 
7.641499999999999737e+00	-1.064845786946105599e-01	1.224477040983587561e-01
7.644083333000000202e+00	-1.065491402147407951e-01	1.224645023780687320e-01
7.646666666999999862e+00	-1.066150313144623440e-01	1.224818013669586453e-01
7.649250000000000327e+00	-1.066797463603899321e-01	1.224985295330555946e-01
7.651833332999999904e+00	-1.067440792357698953e-01	1.225151972983176268e-01
7.654416666999999563e+00	-1.068086153958561213e-01	1.225318385816577954e-01
7.657000000000000028e+00	-1.068727243013338213e-01	1.225483391898158220e-01
7.659583332999999605e+00	-1.069370950830977607e-01	1.225648150042336626e-01
7.662166667000000153e+00	-1.070014555170151066e-01	1.225813303578340424e-01
7.664749999999999730e+00	-1.070661399896042365e-01	1.225978381954800911e-01
7.667333333000000195e+00	-1.071307090216332414e-01	1.226144589454752493e-01
7.669916666999999855e+00	-1.071956663150908512e-01	1.226310974568213530e-01
7.672500000000000320e+00	-1.072602171639501917e-01	1.226478676029679055e-01
7.675083332999999897e+00	-1.073247174812359678e-01	1.226648752442200119e-01
7.677666666999999556e+00	-1.073890997952374193e-01	1.226817319609860985e-01
7.680250000000000021e+00	-1.074554121049789285e-01	1.226993648420045685e-01
7.682833332999999598e+00	-1.075195901312344104e-01	1.227161903208089377e-01
7.685416667000000146e+00	-1.075841400659588443e-01	1.227331209961708830e-01
7.687999999999999723e+00	-1.076490603215103925e-01	1.227497620406014373e-01
7.690583333000000188e+00	-1.077130969066472654e-01	1.227666790076774456e-01
7.693166666999999848e+00	-1.077768752327896290e-01	1.227836066901576845e-01
7.695750000000000313e+00	-1.078408412721318516e-01	1.228005711583940590e-01
7.698333332999999890e+00	-1.079044041145754140e-01	1.228175064969097563e-01
7.700916667000000437e+00	-1.079681724321211317e-01	1.228344478959048913e-01
7.703500000000000014e+00	-1.080318223099930863e-01	1.228513161574499024e-01
7.706083332999999591e+00	-1.080957271014317544e-01	1.228681973398876720e-01
7.708666667000000139e+00	-1.081596037983560410e-01	1.228850245348159231e-01
7.711249999999999716e+00	-1.082238205873512216e-01	1.229018310196721836e-01
7.713833333000000181e+00	-1.082878871213337618e-01	1.229186265726476129e-01
7.716416666999999840e+00	-1.083541589717472026e-01	1.229361414120805074e-01
7.719000000000000306e+00	-1.084184160851231621e-01	1.229530991637574344e-01
7.721583332999999882e+00	-1.084831280348670102e-01	1.229701604058413000e-01
7.724166667000000430e+00	-1.085472457208631614e-01	1.229870480551600309e-01
7.726750000000000007e+00	-1.086115956455088599e-01	1.230039324113003790e-01
7.729333332999999584e+00	-1.086755020862703730e-01	1.230207277876919220e-01
7.731916667000000132e+00	-1.087396200674909386e-01	1.230375049443894891e-01
7.734499999999999709e+00	-1.088034092400342739e-01	1.230544176434189285e-01
7.737083333000000174e+00	-1.088674644755651677e-01	1.230713348466580259e-01
7.739666666999999833e+00	-1.089313588789354442e-01	1.230885148071061697e-01
7.742250000000000298e+00	-1.089957902191694833e-01	1.231056179829444763e-01
7.744833332999999875e+00	-1.090596465741585780e-01	1.231228518224559282e-01
7.747416667000000423e+00	-1.091237047731530296e-01	1.231401578364241800e-01
7.750000000000000000e+00	-1.091885051277666080e-01	1.231571813987098057e-01
7.752583332999999577e+00	-1.092543764210146540e-01	1.231752447387890886e-01
7.755166667000000125e+00	-1.093180012048654837e-01	1.231925098249254669e-01
7.757749999999999702e+00	-1.093820101080992258e-01	1.232098467245602708e-01
7.760333333000000167e+00	-1.094452962028397008e-01	1.232269421056393643e-01
7.762916666999999826e+00	-1.095087269091582494e-01	1.232439901372409108e-01
7.765500000000000291e+00	-1.095721138744797235e-01	1.232610819158442145e-01
7.768083332999999868e+00	-1.096357158769878798e-01	1.232781272663349414e-01
7.770666667000000416e+00	-1.096993414818390189e-01	1.232952544735136519e-01
7.773249999999999993e+00	-1.097632950529017909e-01	1.233124126822174316e-01
7.775833332999999570e+00	-1.098269696912308052e-01	1.233295368412120341e-01
7.778416667000000118e+00	-1.098910259978350817e-01	1.233466845007214902e-01
7.780999999999999694e+00	-1.099547817645353531e-01	1.233637475824407997e-01
7.783583333000000160e+00	-1.100188112088169579e-01	1.233808249529349393e-01
7.786166666999999819e+00	-1.100846374922598847e-01	1.233989003854006339e-01
7.788750000000000284e+00	-1.101486637589885464e-01	1.234161652594964326e-01
7.791333332999999861e+00	-1.102127998818757254e-01	1.234335413280224364e-01
7.793916667000000409e+00	-1.102768039635291658e-01	1.234507871715076893e-01
7.796499999999999986e+00	-1.103404401450434613e-01	1.234679960423587103e-01
7.799083332999999563e+00	-1.104042463257405016e-01	1.234852176785102007e-01
7.801666667000000110e+00	-1.104678000509117103e-01	1.235025023174205067e-01
7.804249999999999687e+00	-1.105315820087640621e-01	1.235197926993334416e-01
7.806833333000000152e+00	-1.105948219888955031e-01	1.235373308328108766e-01
7.809416666999999812e+00	-1.106586066221367376e-01	1.235547837447315278e-01
7.812000000000000277e+00	-1.107229327395055501e-01	1.235721116937260056e-01
7.814583332999999854e+00	-1.107864290266755425e-01	1.235897049252359936e-01
7.817166667000000402e+00	-1.108497629561832204e-01	1.236072512750198416e-01
7.819749999999999979e+00	-1.109133296549665304e-01	1.236248539166533988e-01
7.822333333000000444e+00	-1.109786806060952674e-01	1.236432916301128115e-01
7.824916667000000103e+00	-1.110421994087660152e-01	1.236608498210051282e-01
7.827499999999999680e+00	-1.111055792096064532e-01	1.236783315955999468e-01
7.830083333000000145e+00	-1.111688608180663590e-01	1.236956553622853838e-01
7.832666666999999805e+00	-1.112320489852043209e-01	1.237130906609272829e-01
7.835250000000000270e+00	-1.112954126976917063e-01	1.237304720478384218e-01
7.837833332999999847e+00	-1.113586119289256410e-01	1.237478824765232965e-01
7.840416667000000395e+00	-1.114220674223587587e-01	1.237653111483272839e-01
7.842999999999999972e+00	-1.114854366325382373e-01	1.237827792053339815e-01
7.845583333000000437e+00	-1.115491446305856282e-01	1.238002860536903948e-01
7.848166667000000096e+00	-1.116126252541396330e-01	1.238177330916615110e-01
7.850749999999999673e+00	-1.116764182430137753e-01	1.238351849753670519e-01
7.853333333000000138e+00	-1.117398683328653386e-01	1.238527240257612655e-01
7.855916666999999798e+00	-1.118056122743259495e-01	1.238711061224212762e-01
7.858500000000000263e+00	-1.118691286205404506e-01	1.238887679494546923e-01
7.861083332999999840e+00	-1.119327058156340537e-01	1.239064360388983793e-01
7.863666667000000388e+00	-1.119960940709561620e-01	1.239241900439350952e-01
7.866249999999999964e+00	-1.120593009300957371e-01	1.239418332800900358e-01
7.868833333000000430e+00	-1.121222305064320385e-01	1.239594233127541550e-01
7.871416667000000089e+00	-1.121853308162876484e-01	1.239770129415432853e-01
7.873999999999999666e+00	-1.122478297569620281e-01	1.239948638441841083e-01
7.876583333000000131e+00	-1.123117644063751502e-01	1.240123550660238300e-01
7.879166666999999791e+00	-1.123742516407525982e-01	1.240300187968537832e-01
7.881750000000000256e+00	-1.124369076305516413e-01	1.240477095195881702e-01
7.884333332999999833e+00	-1.124994822753476592e-01	1.240654483986245032e-01
7.886916667000000380e+00	-1.125622650394124957e-01	1.240832121182981890e-01
7.889499999999999957e+00	-1.126249415376911339e-01	1.241010180499356463e-01
7.892083333000000422e+00	-1.126897556624860686e-01	1.241196128985392749e-01
7.894666667000000082e+00	-1.127522073998531021e-01	1.241371813369523541e-01
7.897249999999999659e+00	-1.128150975864757183e-01	1.241548040778721884e-01
7.899833333000000124e+00	-1.128773568918245568e-01	1.241723786692964654e-01
7.902416666999999784e+00	-1.129397349344528068e-01	1.241898812075721975e-01
7.905000000000000249e+00	-1.130018812930630029e-01	1.242073134833525383e-01
7.907583332999999826e+00	-1.130641960591779183e-01	1.242247189547288910e-01
7.910166667000000373e+00	-1.131263395108962622e-01	1.242422215620404002e-01
7.912749999999999950e+00	-1.131887381921405922e-01	1.242597348940124996e-01
7.915333333000000415e+00	-1.132509613007080529e-01	1.242772357171589570e-01
7.917916667000000075e+00	-1.133134565603736155e-01	1.242947309563824654e-01
7.920499999999999652e+00	-1.133755863022969518e-01	1.243122302691494485e-01
7.923083333000000117e+00	-1.134379753619197684e-01	1.243297328109822242e-01
7.925666666999999777e+00	-1.135021127027949772e-01	1.243482661666716338e-01
7.928250000000000242e+00	-1.135642165560830780e-01	1.243659313930348537e-01
7.930833332999999818e+00	-1.136260960708191936e-01	1.243835944403461763e-01
7.933416667000000366e+00	-1.136883123035127147e-01	1.244013673648504265e-01
7.935999999999999943e+00	-1.137497741369270093e-01	1.244189614962734475e-01
7.938583333000000408e+00	-1.138114418981440584e-01	1.244365624455475716e-01
7.941166667000000068e+00	-1.138738419478658587e-01	1.244540441028649941e-01
7.943749999999999645e+00	-1.139351278259573969e-01	1.244718943666287270e-01
7.946333333000000110e+00	-1.139963862451981447e-01	1.244896122667782101e-01
7.948916666999999769e+00	-1.140578630360480766e-01	1.245073556488213856e-01
7.951500000000000234e+00	-1.141193922832306612e-01	1.245251924165698409e-01
7.954083332999999811e+00	-1.141812138627220363e-01	1.245430957990831533e-01
7.956666667000000359e+00	-1.142429302980078748e-01	1.245610659416324789e-01
7.959249999999999936e+00	-1.143068180166425807e-01	1.245798310348094490e-01
7.961833333000000401e+00	-1.143684821520019324e-01	1.245976212565994001e-01
7.964416667000000061e+00	-1.144303417088883834e-01	1.246153577289412923e-01
7.966999999999999638e+00	-1.144924036245518473e-01	1.246332956377898954e-01
7.969583333000000103e+00	-1.145543289500964568e-01	1.246510595732950866e-01
7.972166666999999762e+00	-1.146159672584287637e-01	1.246688117168433391e-01
7.974750000000000227e+00	-1.146778434764333943e-01	1.246865507623918373e-01
7.977333332999999804e+00	-1.147395879622590126e-01	1.247044307897291343e-01
7.979916667000000352e+00	-1.148015744635551144e-01	1.247223471360868335e-01
7.982499999999999929e+00	-1.148634013948450217e-01	1.247403338045071364e-01
7.985083333000000394e+00	-1.149255200410539551e-01	1.247583518433669214e-01
7.987666667000000054e+00	-1.149873184551759298e-01	1.247763210623973051e-01
7.990249999999999631e+00	-1.150493396150885916e-01	1.247943169842722216e-01
7.992833333000000096e+00	-1.151110300489985028e-01	1.248124558803247325e-01
7.995416666999999755e+00	-1.151756391133235552e-01	1.248318171111909292e-01
7.998000000000000220e+00	-1.152373242172950590e-01	1.248500795783285544e-01
8.000583332999999797e+00	-1.152986509637524276e-01	1.248681053394029294e-01
8.003166667000000345e+00	-1.153600129661465912e-01	1.248863262333003432e-01
8.005750000000000810e+00	-1.154208064209578111e-01	1.249041425171052710e-01
8.008333332999999499e+00	-1.154823754742864139e-01	1.249219560744059127e-01
8.010916667000000047e+00	-1.155428367075102825e-01	1.249397682239399565e-01
8.013500000000000512e+00	-1.156026436103479021e-01	1.249577990845105319e-01
8.016083332999999200e+00	-1.156628162555003447e-01	1.249756376272289360e-01
8.018666666999999748e+00	-1.157228688965936253e-01	1.249933117395736204e-01
8.021250000000000213e+00	-1.157834891694832780e-01	1.250112165259331942e-01
8.023833333000000678e+00	-1.158434728434579869e-01	1.250288629039136845e-01
8.026416666999999450e+00	-1.159043930643176290e-01	1.250468707139091029e-01
8.028999999999999915e+00	-1.159629314868916433e-01	1.250634196366536555e-01
8.031583333000000380e+00	-1.160251419343470008e-01	1.250819403135869368e-01
8.034166666999999151e+00	-1.160843676988417561e-01	1.250988100760511978e-01
8.036749999999999616e+00	-1.161469997822505290e-01	1.251173285955892722e-01
8.039333333000000081e+00	-1.162070062565284945e-01	1.251346214393769529e-01
8.041916667000000629e+00	-1.162695549048568811e-01	1.251529376003867600e-01
8.044499999999999318e+00	-1.163315043887895028e-01	1.251711220932373025e-01
8.047083332999999783e+00	-1.163945087052227351e-01	1.251895803750913139e-01
8.049666667000000331e+00	-1.164582775848642254e-01	1.252086650409295066e-01
8.052250000000000796e+00	-1.165220564654949192e-01	1.252276570615723228e-01
8.054833332999999485e+00	-1.165874118570067591e-01	1.252472439123003822e-01
8.057416667000000032e+00	-1.166529182207311083e-01	1.252671913472805654e-01
8.060000000000000497e+00	-1.167187477428005271e-01	1.252867544259440580e-01
8.062583332999999186e+00	-1.167942893469133825e-01	1.253118896967140017e-01
8.065166666999999734e+00	-1.168581816984156641e-01	1.253298039123947605e-01
8.067750000000000199e+00	-1.169311679470488585e-01	1.253544106149935833e-01
8.070333333000000664e+00	-1.169914998085632984e-01	1.253699256764722603e-01
8.072916666999999435e+00	-1.170689060436258810e-01	1.253970337880975228e-01
8.075499999999999901e+00	-1.171229108638178473e-01	1.254092557081476211e-01
8.078083333000000366e+00	-1.172040725831112601e-01	1.254385566452508316e-01
8.080666666999999137e+00	-1.172516482003689992e-01	1.254485473844885457e-01
8.083249999999999602e+00	-1.173353426690147833e-01	1.254789527409620464e-01
8.085833333000000067e+00	-1.173776751173194327e-01	1.254874369108318344e-01
8.088416667000000615e+00	-1.174617672442052341e-01	1.255177907780864188e-01
8.090999999999999304e+00	-1.175007206570996693e-01	1.255258720228735470e-01
8.093583332999999769e+00	-1.175822300474951981e-01	1.255550794832322736e-01
8.096166667000000317e+00	-1.176204556460535011e-01	1.255638092484384349e-01
8.098750000000000782e+00	-1.176908527959081852e-01	1.255878302450194883e-01
8.101333332999999470e+00	-1.177369068317707795e-01	1.256007190750900726e-01
8.103916667000000018e+00	-1.178015627326370607e-01	1.256220075530938007e-01
8.106500000000000483e+00	-1.178178674636851109e-01	1.256220922540395302e-01
8.109083332999999172e+00	-1.178383674436664086e-01	1.256235719772560988e-01
8.111666666999999720e+00	-1.179215176673052423e-01	1.256522984315040781e-01
8.114250000000000185e+00	-1.180014867495367825e-01	1.256796848394296784e-01
8.116833333000000650e+00	-1.180708674507957856e-01	1.257025552776385169e-01
8.119416666999999421e+00	-1.181416580301130059e-01	1.257259615693934462e-01
8.121999999999999886e+00	-1.181901766750607929e-01	1.257391487495999327e-01
8.124583333000000351e+00	-1.182436057374141591e-01	1.257541970816042076e-01
8.127166666999999123e+00	-1.183082223271134381e-01	1.257753013557444399e-01
8.129749999999999588e+00	-1.183710284297808529e-01	1.257954166223691772e-01
8.132333333000000053e+00	-1.184282753105918851e-01	1.258137947426765935e-01
8.134916667000000601e+00	-1.184858785411962989e-01	1.258323618515427844e-01
8.137499999999999289e+00	-1.185459865024360432e-01	1.258512117608852898e-01
8.140083332999999755e+00	-1.186068347737390671e-01	1.258703469670406083e-01
8.142666667000000302e+00	-1.186678223736195581e-01	1.258895528232479299e-01
8.145250000000000767e+00	-1.187279627980105945e-01	1.259089405423967911e-01
8.147833332999999456e+00	-1.187878771550575641e-01	1.259277797458800974e-01
8.150416667000000004e+00	-1.188481333889273711e-01	1.259466668313036219e-01
8.153000000000000469e+00	-1.189073469737018385e-01	1.259654127607869323e-01
8.155583332999999158e+00	-1.189666928739782775e-01	1.259839927605614363e-01
8.158166666999999705e+00	-1.190256643086913119e-01	1.260028134281661327e-01
8.160750000000000171e+00	-1.190844889326458378e-01	1.260216942562595588e-01
8.163333333000000636e+00	-1.191461562458872303e-01	1.260416688508486927e-01
8.165916666999999407e+00	-1.192058828718947361e-01	1.260606906038924113e-01
8.168499999999999872e+00	-1.192655923085594455e-01	1.260796478318230995e-01
8.171083333000000337e+00	-1.193255843143316286e-01	1.260986233602289230e-01
8.173666667000000885e+00	-1.193852899298809972e-01	1.261176494913553436e-01
8.176249999999999574e+00	-1.194448928197124893e-01	1.261365766401220390e-01
8.178833333000000039e+00	-1.195042893449199256e-01	1.261554803151316018e-01
8.181416667000000587e+00	-1.195638436695988654e-01	1.261743641715205033e-01
8.183999999999999275e+00	-1.196232143556464067e-01	1.261932877447437262e-01
8.186583332999999740e+00	-1.196828154268059913e-01	1.262122112277154762e-01
8.189166667000000288e+00	-1.197422660969829772e-01	1.262312423600156774e-01
8.191750000000000753e+00	-1.198019556397744156e-01	1.262502894148916643e-01
8.194333332999999442e+00	-1.198613233670486611e-01	1.262693598100432246e-01
8.196916666999999990e+00	-1.199226398478445005e-01	1.262892406769904052e-01
8.199500000000000455e+00	-1.199818474177530153e-01	1.263083240899185167e-01
8.202083332999999143e+00	-1.200411261604430874e-01	1.263273977709576668e-01
8.204666666999999691e+00	-1.201001182859770394e-01	1.263465616260258662e-01
8.207250000000000156e+00	-1.201594590271859164e-01	1.263657994307481047e-01
8.209833333000000621e+00	-1.202181109828840966e-01	1.263848718393123516e-01
8.212416666999999393e+00	-1.202769141169384576e-01	1.264039567935370534e-01
8.214999999999999858e+00	-1.203355603245263306e-01	1.264230819910573678e-01
8.217583333000000323e+00	-1.203945944821057934e-01	1.264420411069027694e-01
8.220166667000000871e+00	-1.204530848990200548e-01	1.264611738526051632e-01
8.222749999999999559e+00	-1.205117877724301706e-01	1.264803184611058284e-01
8.225333333000000025e+00	-1.205703333262149596e-01	1.264995354350672563e-01
8.227916667000000572e+00	-1.206290978123138458e-01	1.265187783004625977e-01
8.230499999999999261e+00	-1.206892165447259191e-01	1.265387906519962469e-01
8.233083332999999726e+00	-1.207478174279894984e-01	1.265580103422128400e-01
8.235666667000000274e+00	-1.208057567606023452e-01	1.265773016175804344e-01
8.238250000000000739e+00	-1.208641439144322038e-01	1.265964220530004236e-01
8.240833332999999428e+00	-1.209224464819909223e-01	1.266156237807422313e-01
8.243416666999999975e+00	-1.209805932832029723e-01	1.266347020677421609e-01
8.246000000000000441e+00	-1.210386494851502237e-01	1.266538194966280728e-01
8.248583332999999129e+00	-1.210969272359574134e-01	1.266729300379536849e-01
8.251166666999999677e+00	-1.211551293894460452e-01	1.266920869738408228e-01
8.253750000000000142e+00	-1.212135941770629832e-01	1.267112510764795419e-01
8.256333333000000607e+00	-1.212717951706968472e-01	1.267304646612826546e-01
8.258916666999999379e+00	-1.213302601578944151e-01	1.267496992238006659e-01
8.261499999999999844e+00	-1.213900638262318255e-01	1.267697446444089049e-01
8.264083333000000309e+00	-1.214484579523063823e-01	1.267890374482383842e-01
8.266666667000000857e+00	-1.215065319872054711e-01	1.268082871911409559e-01
8.269249999999999545e+00	-1.215647582211987071e-01	1.268275282421968964e-01
8.271833333000000010e+00	-1.216225097987869291e-01	1.268467836399671533e-01
8.274416667000000558e+00	-1.216805800528937415e-01	1.268661039526070289e-01
8.276999999999999247e+00	-1.217381547354154936e-01	1.268853870852019450e-01
8.279583332999999712e+00	-1.217958675118903517e-01	1.269046837725853472e-01
8.282166667000000260e+00	-1.218535398277856424e-01	1.269241044433011556e-01
8.284750000000000725e+00	-1.219113994038948101e-01	1.269435444105201094e-01
8.287333332999999413e+00	-1.219688851599843304e-01	1.269629241554815213e-01
8.289916666999999961e+00	-1.220265967295145054e-01	1.269823357376290984e-01
8.292500000000000426e+00	-1.220844543714001418e-01	1.270016153191527164e-01
8.295083332999999115e+00	-1.221435528886910121e-01	1.270217449491896633e-01
8.297666666999999663e+00	-1.222007314460733657e-01	1.270412456626265618e-01
8.300250000000000128e+00	-1.222580180487265467e-01	1.270607208970472857e-01
8.302833333000000593e+00	-1.223151114435890863e-01	1.270801621451429220e-01
8.305416666999999364e+00	-1.223723456331236581e-01	1.270995895311759771e-01
8.307999999999999829e+00	-1.224294799092496555e-01	1.271190446253850637e-01
8.310583333000000295e+00	-1.224865097204849290e-01	1.271383736660857966e-01
8.313166667000000842e+00	-1.225433381490542289e-01	1.271577591018301923e-01
8.315749999999999531e+00	-1.226000689079512485e-01	1.271772741332974632e-01
8.318333332999999996e+00	-1.226570301476665459e-01	1.271967352000278606e-01
8.320916667000000544e+00	-1.227142533344673520e-01	1.272162151908588501e-01
8.323499999999999233e+00	-1.227712710225756093e-01	1.272357225181939833e-01
8.326083332999999698e+00	-1.228285508072899657e-01	1.272552460752692238e-01
8.328666667000000245e+00	-1.228870460273165793e-01	1.272754628298237434e-01
8.331250000000000711e+00	-1.229442009035044137e-01	1.272949458597379124e-01
8.333833332999999399e+00	-1.230011870607768260e-01	1.273144975953799662e-01
8.336416666999999947e+00	-1.230583535188647937e-01	1.273340283560303876e-01
8.339000000000000412e+00	-1.231150741444517610e-01	1.273535164034165779e-01
8.341583333000000877e+00	-1.231722061637042925e-01	1.273730933407808408e-01
8.344166666999999649e+00	-1.232287155522317212e-01	1.273925883951693427e-01
8.346750000000000114e+00	-1.232853918517335251e-01	1.274120869537816170e-01
8.349333333000000579e+00	-1.233420027816686110e-01	1.274317021241362369e-01
8.351916666999999350e+00	-1.233988126962842352e-01	1.274513378253600282e-01
8.354499999999999815e+00	-1.234553361355731488e-01	1.274710457162876454e-01
8.357083333000000280e+00	-1.235120605106054814e-01	1.274908049851299074e-01
8.359666667000000828e+00	-1.235700610246853459e-01	1.275112967878504477e-01
8.362249999999999517e+00	-1.236266811843290125e-01	1.275310630967023684e-01
8.364833332999999982e+00	-1.236829856158158103e-01	1.275508363271654899e-01
8.367416667000000530e+00	-1.237398676386722157e-01	1.275704680394965096e-01
8.369999999999999218e+00	-1.237957823748867536e-01	1.275902145584192071e-01
8.372583332999999683e+00	-1.238518617583882070e-01	1.276099610662927708e-01
8.375166667000000231e+00	-1.239079203081648456e-01	1.276297536963280910e-01
8.377750000000000696e+00	-1.239638547123514400e-01	1.276494360286032081e-01
8.380333332999999385e+00	-1.240196527316445724e-01	1.276691474173285989e-01
8.382916666999999933e+00	-1.240756779768716345e-01	1.276888539258222710e-01
8.385500000000000398e+00	-1.241315520872811329e-01	1.277086988814480073e-01
8.388083333000000863e+00	-1.241876731886857321e-01	1.277285561907126887e-01
8.390666666999999634e+00	-1.242435267021413936e-01	1.277484076688875647e-01
8.393250000000000099e+00	-1.243010827896401105e-01	1.277689712394423638e-01
8.395833333000000565e+00	-1.243565107721297663e-01	1.277889402741140545e-01
8.398416666999999336e+00	-1.244123992514004629e-01	1.278087300733033727e-01
8.400999999999999801e+00	-1.244680427886551699e-01	1.278285135713310983e-01
8.403583333000000266e+00	-1.245238179403280604e-01	1.278482538759556919e-01
8.406166667000000814e+00	-1.245794161766566321e-01	1.278680581753199041e-01
8.408749999999999503e+00	-1.246349526421052650e-01	1.278877446741349122e-01
8.411333332999999968e+00	-1.246903931217559075e-01	1.279075354118454910e-01
8.413916667000000515e+00	-1.247460425981495313e-01	1.279273238384754374e-01
8.416499999999999204e+00	-1.248015027979322566e-01	1.279471949277900256e-01
8.419083332999999669e+00	-1.248572103953096701e-01	1.279670872847435414e-01
8.421666667000000217e+00	-1.249125986622153378e-01	1.279869996268821752e-01
8.424250000000000682e+00	-1.249682045001400815e-01	1.280069433813905144e-01
8.426833332999999371e+00	-1.250248956335240080e-01	1.280275981224707760e-01
8.429416666999999919e+00	-1.250801214763489211e-01	1.280475086324612821e-01
8.432000000000000384e+00	-1.251349853592363948e-01	1.280673950140645834e-01
8.434583333000000849e+00	-1.251899101763516153e-01	1.280872559245142261e-01
8.437166666999999620e+00	-1.252445599647250829e-01	1.281071139911671430e-01
8.439750000000000085e+00	-1.252995865436088707e-01	1.281270507847453444e-01
8.442333333000000550e+00	-1.253539971391053054e-01	1.281469330649714078e-01
8.444916666999999322e+00	-1.254085401615497863e-01	1.281668124434735545e-01
8.447499999999999787e+00	-1.254631834312147642e-01	1.281865955328825857e-01
8.450083333000000252e+00	-1.255174806925397346e-01	1.282064691945733748e-01
8.452666667000000800e+00	-1.255717063265248401e-01	1.282263616684574670e-01
8.455249999999999488e+00	-1.256261097529448312e-01	1.282462616250426568e-01
8.457833332999999953e+00	-1.256816828790971452e-01	1.282669280621289432e-01
8.460416667000000501e+00	-1.257358459074263135e-01	1.282867984455596244e-01
8.462999999999999190e+00	-1.257895393095475323e-01	1.283065733762807359e-01
8.465583332999999655e+00	-1.258433108930867850e-01	1.283262929468176050e-01
8.468166667000000203e+00	-1.258967692486465395e-01	1.283460299590420406e-01
8.470750000000000668e+00	-1.259503001476720563e-01	1.283657152330299200e-01
8.473333332999999357e+00	-1.260038112347188211e-01	1.283854657148587597e-01
8.475916666999999904e+00	-1.260572024509764300e-01	1.284050724874143401e-01
8.478500000000000369e+00	-1.261103584218236651e-01	1.284247291952993197e-01
8.481083333000000835e+00	-1.261633431031470298e-01	1.284445121294384706e-01
8.483666666999999606e+00	-1.262164752233825848e-01	1.284641732664302538e-01
8.486250000000000071e+00	-1.262698179415345234e-01	1.284838176208253357e-01
8.488833333000000536e+00	-1.263229207136111198e-01	1.285034979890744278e-01
8.491416666999999308e+00	-1.263776274684720036e-01	1.285238527530770669e-01
8.493999999999999773e+00	-1.264304566382948580e-01	1.285434969273763772e-01
8.496583333000000238e+00	-1.264833841875355747e-01	1.285630919418402907e-01
8.499166667000000785e+00	-1.265360007937479936e-01	1.285826613415257669e-01
8.501749999999999474e+00	-1.265887424342705958e-01	1.286021980265160125e-01
8.504333332999999939e+00	-1.266413382144610245e-01	1.286218608404643415e-01
8.506916667000000487e+00	-1.266938114152803274e-01	1.286414071273039583e-01
8.509499999999999176e+00	-1.267461470670675217e-01	1.286610470531180939e-01
8.512083332999999641e+00	-1.267987007731928295e-01	1.286807023137581385e-01
8.514666667000000189e+00	-1.268511471082692521e-01	1.287004441632572938e-01
8.517250000000000654e+00	-1.269038389971086644e-01	1.287202438825120476e-01
8.519833332999999342e+00	-1.269562924886803168e-01	1.287401941697689511e-01
8.522416666999999890e+00	-1.270102987750959811e-01	1.287608108641773164e-01
8.525000000000000355e+00	-1.270628149910401627e-01	1.287807957708422268e-01
8.527583333000000820e+00	-1.271159375335583763e-01	1.288007219803355141e-01
8.530166666999999592e+00	-1.271684368192975145e-01	1.288207696242322786e-01
8.532750000000000057e+00	-1.272212518961710614e-01	1.288408607874555745e-01
8.535333333000000522e+00	-1.272739518438605888e-01	1.288610802359049512e-01
8.537916666999999293e+00	-1.273271542956861679e-01	1.288814902600538548e-01
8.540499999999999758e+00	-1.273799320382207334e-01	1.289018678305638155e-01
8.543083333000000223e+00	-1.274330814862962846e-01	1.289223050443803475e-01
8.545666667000000771e+00	-1.274864466758579562e-01	1.289428632198905134e-01
8.548249999999999460e+00	-1.275402139218194952e-01	1.289635043148644744e-01
8.550833332999999925e+00	-1.275939964249559744e-01	1.289843405408739596e-01
8.553416667000000473e+00	-1.276506424625886704e-01	1.290065395134818993e-01
8.555999999999999162e+00	-1.277046352751339542e-01	1.290274864211952699e-01
8.558583332999999627e+00	-1.277588498313139975e-01	1.290484324675141847e-01
8.561166667000000174e+00	-1.278127189122897078e-01	1.290693580362320403e-01
8.563750000000000639e+00	-1.278667811682417943e-01	1.290902840937383778e-01
8.566333332999999328e+00	-1.279203744566611012e-01	1.291111181591065860e-01
8.568916666999999876e+00	-1.279738057472356028e-01	1.291320617576990903e-01
8.571500000000000341e+00	-1.280272323602686946e-01	1.291529320228026467e-01
8.574083333000000806e+00	-1.280810840021635866e-01	1.291737748279252473e-01
8.576666666999999578e+00	-1.281341852748063281e-01	1.291945247986142353e-01
8.579250000000000043e+00	-1.281877608802176327e-01	1.292152931444439101e-01
8.581833333000000508e+00	-1.282406443500480608e-01	1.292359794906591530e-01
8.584416666999999279e+00	-1.282937816267696596e-01	1.292566281098211922e-01
8.586999999999999744e+00	-1.283453350953536465e-01	1.292764497873237495e-01
8.589583333000000209e+00	-1.283978793805056196e-01	1.292969107806929419e-01
8.592166667000000757e+00	-1.284502987374754879e-01	1.293174927350738135e-01
8.594749999999999446e+00	-1.285024495458235438e-01	1.293380363649947462e-01
8.597333332999999911e+00	-1.285546660262535945e-01	1.293585672043836843e-01
8.599916667000000459e+00	-1.286068394312808449e-01	1.293792169633034006e-01
8.602499999999999147e+00	-1.286597820458687813e-01	1.294000292977899869e-01
8.605083332999999612e+00	-1.287123990582033084e-01	1.294210916030657799e-01
8.607666667000000160e+00	-1.287641010412500786e-01	1.294417465617459517e-01
8.610250000000000625e+00	-1.288172350568110303e-01	1.294631995440815309e-01
8.612833332999999314e+00	-1.288693496906374303e-01	1.294837571138411081e-01
